University_Code,University_Name,County,Type,Degree,Total_Students,Male,Female,FirstYear_Male,FirstYear_Female,SecondYear_Male,SecondYear_Female,ThirdYear_Male,ThirdYear_Female,FourthYear_Male,FourthYear_Female,FifthYear_Male,FifthYear_Female,SixthYear_Male,SixthYear_Female,SeventhYear_Male,SeventhYear_Female,Supersenior_Male,Supersenior_Female
13,國立中正大學,10 嘉義縣,日間部學制,學士班,6579,3591,2988,814,727,851,727,894,718,867,732,0,0,0,0,0,0,165,84
13,國立中正大學,10 嘉義縣,進修部學制,碩士班,1350,640,710,221,261,188,238,120,111,63,57,48,43,0,0,0,0,0,0
14,國立高雄師範大學,50 高雄市,日間部學制,博士班,441,216,225,37,34,39,35,35,37,27,38,29,32,17,21,32,28,0,0
14,國立高雄師範大學,50 高雄市,日間部學制,碩士班,1393,531,862,194,273,167,253,96,163,61,145,13,24,0,4,0,0,0,0
14,國立高雄師範大學,50 高雄市,日間部學制,學士班,3492,1676,1816,452,442,368,447,409,443,396,442,0,0,0,0,0,0,51,42
14,國立高雄師範大學,50 高雄市,進修部學制,碩士班,1352,477,875,159,267,170,275,75,150,36,96,17,46,20,41,0,0,0,0
15,國立彰化師範大學,07 彰化縣,日間部學制,博士班,498,305,193,51,32,53,36,54,28,44,36,41,22,36,21,26,18,0,0
15,國立彰化師範大學,07 彰化縣,日間部學制,碩士班,1525,751,774,311,279,251,238,120,148,69,109,0,0,0,0,0,0,0,0
15,國立彰化師範大學,07 彰化縣,日間部學制,學士班,4924,2587,2337,621,569,618,575,593,594,620,545,0,0,0,0,0,0,135,54
15,國立彰化師範大學,07 彰化縣,進修部學制,碩士班,1386,602,784,203,253,187,250,71,121,52,59,30,30,59,71,0,0,0,0
16,國立陽明大學,30 臺北市,日間部學制,博士班,852,495,357,98,70,71,54,94,51,77,51,61,45,42,39,52,47,0,0
16,國立陽明大學,30 臺北市,日間部學制,碩士班,1257,517,740,250,304,188,296,59,99,19,40,1,1,0,0,0,0,0,0
16,國立陽明大學,30 臺北市,日間部學制,學士班,2084,1167,917,229,176,211,182,217,185,199,184,109,64,103,67,81,45,18,14
16,國立陽明大學,30 臺北市,進修部學制,碩士班,141,44,97,17,32,14,34,10,21,1,7,2,3,0,0,0,0,0,0
17,國立臺北大學,01 新北市,日間部學制,博士班,197,126,71,23,14,22,14,25,11,14,13,13,7,14,3,15,9,0,0
17,國立臺北大學,01 新北市,日間部學制,碩士班,1330,652,678,247,249,241,248,97,104,64,71,3,6,0,0,0,0,0,0
17,國立臺北大學,01 新北市,日間部學制,學士班,5822,2655,3167,617,769,633,751,634,765,647,749,0,0,0,0,0,0,124,133
17,國立臺北大學,01 新北市,進修部學制,碩士班,487,236,251,99,103,79,87,38,41,14,10,6,10,0,0,0,0,0,0
17,國立臺北大學,01 新北市,進修學士班,學士班,2087,791,1296,214,335,181,289,165,292,174,299,6,24,0,0,0,0,51,57
18,國立嘉義大學,20 嘉義市,日間部學制,博士班,193,109,84,27,12,17,13,21,11,20,18,9,13,6,2,9,15,0,0
18,國立嘉義大學,20 嘉義市,日間部學制,碩士班,1306,619,687,235,241,175,213,139,122,70,111,0,0,0,0,0,0,0,0
18,國立嘉義大學,20 嘉義市,日間部學制,學士班,7674,3928,3746,927,917,934,912,948,895,959,921,31,21,0,0,0,0,129,80
18,國立嘉義大學,20 嘉義市,進修部學制,碩士班,965,396,569,139,170,138,195,62,117,57,87,0,0,0,0,0,0,0,0
18,國立嘉義大學,20 嘉義市,進修學士班,學士班,2081,1295,786,332,193,304,178,270,177,291,194,0,0,0,0,0,0,98,44
19,國立高雄大學,50 高雄市,日間部學制,博士班,24,21,3,6,1,4,1,6,0,2,0,0,0,3,1,0,0,0,0
19,國立高雄大學,50 高雄市,日間部學制,碩士班,636,404,232,166,92,135,90,70,35,33,15,0,0,0,0,0,0,0,0
19,國立高雄大學,50 高雄市,日間部學制,學士班,4277,2465,1812,634,451,559,438,586,427,564,437,0,0,0,0,0,0,122,59
19,國立高雄大學,50 高雄市,進修部學制,碩士班,454,297,157,99,52,101,56,50,20,23,18,15,6,9,5,0,0,0,0
19,國立高雄大學,50 高雄市,進修部在職專班,學士班,174,106,68,0,0,0,0,38,22,34,19,0,0,0,0,0,0,34,27
20,國立東華大學,15 花蓮縣,日間部學制,博士班,375,231,144,46,43,39,17,43,25,26,21,33,11,25,13,19,14,0,0
20,國立東華大學,15 花蓮縣,日間部學制,碩士班,1501,766,735,259,246,217,207,154,145,136,137,0,0,0,0,0,0,0,0
20,國立東華大學,15 花蓮縣,日間部學制,學士班,7531,3616,3915,824,963,863,929,827,950,842,906,0,0,0,0,0,0,260,167
20,國立東華大學,15 花蓮縣,進修部學制,碩士班,521,226,295,79,117,60,73,41,54,24,15,10,20,12,16,0,0,0,0
21,國立暨南國際大學,08 南投縣,日間部學制,博士班,324,163,161,23,34,32,28,33,28,20,20,16,25,21,12,18,14,0,0
21,國立暨南國際大學,08 南投縣,日間部學制,碩士班,848,422,426,136,154,142,123,77,76,56,62,9,5,2,6,0,0,0,0
21,國立暨南國際大學,08 南投縣,日間部學制,學士班,4599,2102,2497,446,600,519,600,494,620,533,585,0,0,0,0,0,0,110,92
21,國立暨南國際大學,08 南投縣,進修部學制,碩士班,429,191,238,68,75,70,71,33,49,11,21,5,13,4,9,0,0,0,0
22,國立臺灣科技大學,30 臺北市,日間部學制,博士班,1003,793,210,186,53,194,46,144,50,88,18,61,19,67,17,53,7,0,0
22,國立臺灣科技大學,30 臺北市,日間部學制,碩士班,3500,2409,1091,1133,510,998,456,223,101,55,24,0,0,0,0,0,0,0,0
22,國立臺灣科技大學,30 臺北市,日間部學制,學士班,5641,3974,1667,968,392,959,393,967,388,885,427,0,0,0,0,0,0,195,67
22,國立臺灣科技大學,30 臺北市,日間部學制,學士班,187,76,111,0,0,0,0,44,55,31,48,0,0,0,0,0,0,1,8
22,國立臺灣科技大學,30 臺北市,進修部學制,博士班,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
22,國立臺灣科技大學,30 臺北市,進修部學制,碩士班,798,533,265,207,121,205,105,67,26,50,11,2,1,2,1,0,0,0,0
22,國立臺灣科技大學,30 臺北市,進修部在職專班,學士班,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23,國立雲林科技大學,09 雲林縣,日間部學制,博士班,419,262,157,51,32,45,27,38,22,42,22,41,21,19,17,26,16,0,0
23,國立雲林科技大學,09 雲林縣,日間部學制,碩士班,1934,1219,715,497,293,512,259,153,114,57,49,0,0,0,0,0,0,0,0
23,國立雲林科技大學,09 雲林縣,日間部學制,學士班,6360,3779,2581,892,621,891,630,924,623,916,626,0,0,0,0,0,0,156,81
23,國立雲林科技大學,09 雲林縣,日間部學制,學士班,219,93,126,0,0,0,0,43,62,39,48,0,0,0,0,0,0,11,16
23,國立雲林科技大學,09 雲林縣,進修部學制,碩士班,714,402,312,164,136,137,107,60,46,21,13,20,10,0,0,0,0,0,0
23,國立雲林科技大學,09 雲林縣,進修部在職專班,學士班,86,36,50,17,27,19,23,0,0,0,0,0,0,0,0,0,0,0,0
24,國立屏東科技大學,13 屏東縣,日間部學制,博士班,248,165,83,36,18,24,13,26,13,21,10,20,10,11,8,27,11,0,0
24,國立屏東科技大學,13 屏東縣,日間部學制,碩士班,1160,668,492,306,249,246,155,82,64,29,19,2,1,3,4,0,0,0,0
24,國立屏東科技大學,13 屏東縣,日間部學制,學士班,7832,4134,3698,1007,845,966,860,934,866,928,925,49,56,0,0,0,0,250,146
24,國立屏東科技大學,13 屏東縣,日間部學制,學士班,7,2,5,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1
24,國立屏東科技大學,13 屏東縣,進修部學制,碩士班,404,284,120,86,46,128,50,29,11,19,6,12,4,10,3,0,0,0,0
24,國立屏東科技大學,13 屏東縣,進修部在職專班,學士班,1471,799,672,205,137,175,170,177,146,169,180,0,0,0,0,0,0,73,39
25,國立臺北科技大學,30 臺北市,日間部學制,博士班,689,537,152,94,19,89,26,85,21,80,22,60,17,56,21,73,26,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,碩士班,2842,2130,712,947,314,934,317,198,59,51,22,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,學士班,5928,4146,1782,1049,460,1044,469,1029,444,983,400,0,0,0,0,0,0,41,9
25,國立臺北科技大學,30 臺北市,日間部學制,學士班,122,54,68,0,0,0,0,33,44,21,24,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,副學士,32,26,6,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,進修部學制,碩士班,1538,1105,433,407,169,377,152,164,71,97,26,33,11,27,4,0,0,0,0
25,國立臺北科技大學,30 臺北市,進修部在職專班,學士班,1778,1504,274,383,65,431,87,377,74,278,43,0,0,0,0,0,0,35,5
25,國立臺北科技大學,30 臺北市,進修部在職專班,學士班,168,120,48,0,0,0,0,38,10,39,17,14,7,0,0,0,0,29,14
28,國立臺北藝術大學,30 臺北市,日間部學制,博士班,94,30,64,8,13,10,9,3,12,1,12,4,5,3,6,1,7,0,0
28,國立臺北藝術大學,30 臺北市,日間部學制,碩士班,971,347,624,97,178,99,164,74,159,77,123,0,0,0,0,0,0,0,0
28,國立臺北藝術大學,30 臺北市,日間部學制,學士班,1713,596,1117,128,244,149,238,121,270,134,244,0,0,0,0,0,0,64,121
28,國立臺北藝術大學,30 臺北市,日間部學制,副學士,72,26,46,7,16,7,15,12,15,0,0,0,0,0,0,0,0,0,0
28,國立臺北藝術大學,30 臺北市,進修部學制,碩士班,169,52,117,12,35,13,37,14,25,7,14,6,6,0,0,0,0,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,博士班,126,64,62,19,15,15,16,12,10,8,8,6,5,2,6,2,2,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,碩士班,725,286,439,78,159,74,114,80,111,54,55,0,0,0,0,0,0,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,學士班,2459,707,1752,155,376,140,403,154,394,144,389,0,0,0,0,0,0,114,190
29,國立臺灣藝術大學,01 新北市,進修部學制,碩士班,422,167,255,39,62,40,71,46,49,24,39,12,22,6,12,0,0,0,0
29,國立臺灣藝術大學,01 新北市,進修部在職專班,學士班,369,92,277,0,0,0,0,35,122,36,106,0,0,0,0,0,0,21,49
29,國立臺灣藝術大學,01 新北市,進修學士班,學士班,1613,513,1100,120,260,119,249,112,236,100,255,0,0,0,0,0,0,62,100
30,國立臺東大學,14 臺東縣,日間部學制,博士班,44,17,27,5,4,2,4,1,6,5,3,1,3,1,2,2,5,0,0
30,國立臺東大學,14 臺東縣,日間部學制,碩士班,337,129,208,41,70,41,60,30,37,14,27,3,13,0,1,0,0,0,0
30,國立臺東大學,14 臺東縣,日間部學制,學士班,3473,1705,1768,425,456,422,412,377,422,401,430,0,0,0,0,0,0,80,48
30,國立臺東大學,14 臺東縣,進修部學制,碩士班,536,152,384,51,157,56,132,17,45,18,25,5,12,2,10,3,3,0,0
30,國立臺東大學,14 臺東縣,進修部在職專班,學士班,19,10,9,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0
30,國立臺東大學,14 臺東縣,進修學士班,學士班,174,76,98,24,28,19,31,18,20,11,17,0,0,0,0,0,0,4,2
31,國立宜蘭大學,02 宜蘭縣,日間部學制,博士班,11,8,3,1,2,1,0,3,0,0,0,1,1,0,0,2,0,0,0
31,國立宜蘭大學,02 宜蘭縣,日間部學制,碩士班,456,298,158,115,71,114,57,50,25,18,5,1,0,0,0,0,0,0,0
31,國立宜蘭大學,02 宜蘭縣,日間部學制,學士班,4409,2865,1544,649,399,731,373,712,374,663,373,0,0,0,0,0,0,110,25
31,國立宜蘭大學,02 宜蘭縣,進修部學制,碩士班,222,163,59,59,26,40,17,24,9,18,2,13,5,9,0,0,0,0,0
31,國立宜蘭大學,02 宜蘭縣,進修學士班,學士班,372,252,120,75,33,65,23,50,35,46,25,0,0,0,0,0,0,16,4
32,國立聯合大學,05 苗栗縣,日間部學制,博士班,15,15,0,3,0,3,0,3,0,3,0,2,0,0,0,1,0,0,0
32,國立聯合大學,05 苗栗縣,日間部學制,碩士班,456,332,124,144,53,111,47,53,17,23,5,0,2,1,0,0,0,0,0
32,國立聯合大學,05 苗栗縣,日間部學制,學士班,5901,4022,1879,963,460,983,459,931,455,956,452,23,18,0,0,0,0,166,35
32,國立聯合大學,05 苗栗縣,進修部學制,碩士班,6,2,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
32,國立聯合大學,05 苗栗縣,進修學士班,學士班,1244,773,471,256,101,147,113,153,118,162,116,0,0,0,0,0,0,55,23
33,國立虎尾科技大學,09 雲林縣,日間部學制,博士班,39,31,8,10,1,7,1,4,1,3,2,2,1,4,2,1,0,0,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,碩士班,852,670,182,330,94,262,72,58,12,20,4,0,0,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,學士班,7175,5480,1695,1371,402,1384,412,1287,430,1258,421,0,0,0,0,0,0,180,30
33,國立虎尾科技大學,09 雲林縣,日間部學制,學士班,204,160,44,0,0,0,0,87,22,71,22,0,0,0,0,0,0,2,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,副學士,52,45,7,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,進修部學制,碩士班,191,136,55,39,25,50,21,20,6,23,2,4,1,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,進修部在職專班,學士班,1717,1348,369,399,122,346,87,336,80,221,63,0,0,0,0,0,0,46,17
33,國立虎尾科技大學,09 雲林縣,進修部在職專班,學士班,98,50,48,0,0,0,0,22,18,27,30,0,0,0,0,0,0,1,0
35,國立臺南藝術大學,11 臺南市,日間部學制,博士班,37,20,17,3,4,4,3,3,3,2,2,1,3,5,0,2,2,0,0
35,國立臺南藝術大學,11 臺南市,日間部學制,碩士班,535,185,350,45,122,52,84,40,82,47,59,0,2,0,0,1,1,0,0
35,國立臺南藝術大學,11 臺南市,日間部學制,學士班,774,240,534,57,132,55,127,58,130,47,121,0,0,0,0,0,0,23,24
35,國立臺南藝術大學,11 臺南市,日間部學制,副學士,167,58,109,20,39,16,38,22,32,0,0,0,0,0,0,0,0,0,0
35,國立臺南藝術大學,11 臺南市,進修部學制,碩士班,51,14,37,1,6,1,8,4,10,7,5,0,3,0,3,1,2,0,0
36,國立臺南大學,21 臺南市,日間部學制,博士班,176,77,99,10,16,12,15,13,19,15,15,11,8,9,13,7,13,0,0
36,國立臺南大學,21 臺南市,日間部學制,碩士班,879,394,485,130,159,129,135,88,110,46,76,1,4,0,1,0,0,0,0
36,國立臺南大學,21 臺南市,日間部學制,學士班,3885,1820,2065,435,497,429,506,435,497,429,517,0,0,0,0,0,0,92,48
36,國立臺南大學,21 臺南市,進修部學制,碩士班,662,218,444,80,148,74,145,33,65,20,59,10,20,1,7,0,0,0,0
36,國立臺南大學,21 臺南市,進修學士班,學士班,90,39,51,23,20,1,10,2,7,9,11,0,0,0,0,0,0,4,3
37,國立臺北教育大學,30 臺北市,日間部學制,博士班,148,73,75,10,16,15,14,11,11,12,11,4,9,6,6,15,8,0,0
37,國立臺北教育大學,30 臺北市,日間部學制,碩士班,1321,445,876,131,282,134,262,90,163,80,143,7,17,3,9,0,0,0,0
37,國立臺北教育大學,30 臺北市,日間部學制,學士班,3408,1174,2234,270,566,288,531,270,527,267,531,0,0,0,0,0,0,79,79
37,國立臺北教育大學,30 臺北市,進修部學制,碩士班,937,199,738,66,239,72,262,23,106,29,105,6,17,3,7,0,2,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,博士班,115,55,60,4,11,8,9,9,8,10,9,10,5,6,8,8,10,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,碩士班,822,288,534,88,175,84,187,73,100,31,50,4,16,8,6,0,0,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,學士班,3275,1171,2104,282,513,296,496,274,511,264,535,0,0,0,0,0,0,55,49
39,國立臺中教育大學,19 臺中市,進修部學制,碩士班,754,189,565,57,192,49,174,31,111,23,47,13,26,16,15,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,日間部學制,碩士班,69,40,29,16,10,15,11,8,6,1,2,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,日間部學制,學士班,2616,1541,1075,394,272,383,249,355,298,347,244,0,0,0,0,0,0,62,12
42,國立澎湖科技大學,16 澎湖縣,日間部學制,副學士,13,11,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,進修部學制,碩士班,43,23,20,8,5,12,14,3,0,0,1,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,進修部在職專班,學士班,284,134,150,56,41,27,41,21,28,21,34,0,0,0,0,0,0,9,6
43,國立勤益科技大學,06 臺中市,日間部學制,博士班,18,16,2,3,0,2,1,3,0,2,1,3,0,3,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,碩士班,555,429,126,184,46,182,60,51,17,12,3,0,0,0,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,6673,4520,2153,1163,549,1089,513,1031,497,1065,546,0,0,0,0,0,0,172,48
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,76,71,5,0,0,0,0,38,4,32,1,0,0,0,0,0,0,1,0
43,國立勤益科技大學,06 臺中市,進修部學制,碩士班,281,224,57,93,28,77,23,25,2,17,3,8,1,4,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,進修部在職專班,學士班,3479,2858,621,739,157,726,156,640,124,594,153,0,0,0,0,0,0,159,31
43,國立勤益科技大學,06 臺中市,進修部在職專班,學士班,19,14,5,0,0,0,0,8,4,4,1,0,0,0,0,0,0,2,0
44,國立體育大學,03 桃園市,日間部學制,博士班,158,108,50,26,3,20,8,14,10,21,7,11,6,10,6,6,10,0,0
44,國立體育大學,03 桃園市,日間部學制,碩士班,343,189,154,79,53,57,50,32,31,21,20,0,0,0,0,0,0,0,0
44,國立體育大學,03 桃園市,日間部學制,學士班,1675,1075,600,272,140,235,158,232,149,242,122,0,0,0,0,0,0,94,31
44,國立體育大學,03 桃園市,進修部學制,碩士班,216,132,84,53,27,41,31,21,16,12,6,4,3,1,1,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,博士班,69,6,63,3,15,3,15,0,8,0,7,0,8,0,9,0,1,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,碩士班,568,94,474,33,156,32,140,17,108,12,70,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,2836,715,2121,208,514,161,560,158,493,150,489,0,0,0,0,0,0,38,65
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,857,53,804,0,0,0,0,34,388,18,401,0,0,0,0,0,0,1,15
46,國立臺北護理健康大學,30 臺北市,進修部學制,碩士班,203,30,173,11,57,8,54,9,44,2,18,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,進修部在職專班,學士班,714,24,690,0,0,0,0,13,229,9,217,1,219,0,0,0,0,1,25
47,國立高雄餐旅大學,50 高雄市,日間部學制,博士班,29,12,17,1,6,1,4,3,0,2,1,2,5,1,0,2,1,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,碩士班,150,50,100,26,42,18,37,5,19,1,2,0,0,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,3176,922,2254,251,561,220,542,221,560,216,572,0,0,0,0,0,0,14,19
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,92,14,78,0,0,0,0,8,36,6,42,0,0,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,副學士,244,96,148,22,30,17,29,21,29,18,29,16,30,0,0,0,0,2,1
47,國立高雄餐旅大學,50 高雄市,進修部學制,碩士班,50,28,22,6,12,11,6,4,1,6,1,1,2,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,學士班,1100,324,776,93,199,95,251,73,161,54,163,0,0,0,0,0,0,9,2
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,學士班,297,71,226,0,0,0,0,36,108,35,112,0,0,0,0,0,0,0,6
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,副學士,12,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6
48,國立金門大學,71 金門縣,日間部學制,碩士班,207,127,80,39,36,44,16,24,16,20,12,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,日間部學制,學士班,3153,1593,1560,335,377,394,343,364,401,393,385,25,16,0,0,0,0,82,38
48,國立金門大學,71 金門縣,進修部學制,碩士班,91,69,22,36,11,25,9,8,2,0,0,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,進修學士班,學士班,852,487,365,150,109,117,86,96,82,90,71,0,0,0,0,0,0,34,17
49,國立臺灣體育運動大學,19 臺中市,日間部學制,碩士班,251,122,129,44,42,27,38,30,35,13,8,7,4,1,1,0,1,0,0
49,國立臺灣體育運動大學,19 臺中市,日間部學制,學士班,2379,1400,979,333,255,314,226,314,225,319,225,0,0,0,0,0,0,120,48
