University_Code,University_Name,County,Type,Degree,Total_Students,Male,Female,FirstYear_Male,FirstYear_Female,SecondYear_Male,SecondYear_Female,ThirdYear_Male,ThirdYear_Female,FourthYear_Male,FourthYear_Female,FifthYear_Male,FifthYear_Female,SixthYear_Male,SixthYear_Female,SeventhYear_Male,SeventhYear_Female,Supersenior_Male,Supersenior_Female
49,國立臺灣體育運動大學,19 臺中市,進修部學制,碩士班,105,61,44,26,15,9,19,13,6,7,4,4,0,2,0,0,0,0,0
49,國立臺灣體育運動大學,19 臺中市,進修學士班,學士班,365,259,106,64,34,64,26,63,24,45,17,0,0,0,0,0,0,23,5
50,國立臺中科技大學,19 臺中市,日間部學制,碩士班,369,166,203,72,94,62,83,22,20,10,6,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,5470,1590,3880,398,923,367,934,409,949,335,974,0,0,0,0,0,0,81,100
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,1462,293,1169,0,0,0,0,148,554,129,505,0,0,0,0,0,0,16,110
50,國立臺中科技大學,19 臺中市,日間部學制,副學士,3484,759,2725,176,550,157,501,145,499,120,550,144,585,0,0,0,0,17,40
50,國立臺中科技大學,19 臺中市,進修部學制,碩士班,218,100,118,44,50,43,56,9,10,4,2,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,進修部在職專班,學士班,2156,712,1444,179,398,156,361,170,295,154,322,0,0,0,0,0,0,53,68
50,國立臺中科技大學,19 臺中市,進修部在職專班,學士班,394,112,282,0,0,0,0,58,136,44,112,0,0,0,0,0,0,10,34
50,國立臺中科技大學,19 臺中市,進修部在職專班,副學士,12,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
51,國立臺北商業大學,30 臺北市,日間部學制,碩士班,238,96,142,56,82,28,52,7,6,5,2,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,2366,690,1676,175,376,190,452,168,413,135,399,0,0,0,0,0,0,22,36
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,779,169,610,0,0,0,0,83,293,74,294,0,0,0,0,0,0,12,23
51,國立臺北商業大學,30 臺北市,日間部學制,副學士,1874,523,1351,118,230,88,267,83,271,104,280,112,272,0,0,0,0,18,31
51,國立臺北商業大學,30 臺北市,進修部學制,碩士班,43,23,20,14,10,9,9,0,1,0,0,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,進修部在職專班,學士班,679,213,466,72,147,49,104,37,107,48,93,0,0,0,0,0,0,7,15
51,國立臺北商業大學,30 臺北市,進修部在職專班,學士班,739,206,533,0,0,0,0,85,270,110,238,0,0,0,0,0,0,11,25
51,國立臺北商業大學,30 臺北市,進修部在職專班,副學士,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,國立屏東大學,13 屏東縣,日間部學制,博士班,46,24,22,4,5,5,6,4,2,2,7,5,1,1,1,3,0,0,0
52,國立屏東大學,13 屏東縣,日間部學制,碩士班,889,381,508,139,182,124,135,68,122,50,69,0,0,0,0,0,0,0,0
52,國立屏東大學,13 屏東縣,日間部學制,學士班,6731,2672,4059,627,975,655,973,671,968,589,1037,0,0,0,0,0,0,130,106
52,國立屏東大學,13 屏東縣,進修部學制,碩士班,633,188,445,92,141,56,138,21,90,11,45,8,31,0,0,0,0,0,0
52,國立屏東大學,13 屏東縣,進修學士班,學士班,670,320,350,104,95,77,83,67,91,44,58,0,0,0,0,0,0,28,23
53,國立高雄科技大學,50 高雄市,日間部學制,博士班,551,440,111,82,14,75,19,67,35,78,16,56,12,41,5,41,10,0,0
53,國立高雄科技大學,50 高雄市,日間部學制,碩士班,2523,1676,847,788,342,635,346,176,103,76,56,0,0,1,0,0,0,0,0
53,國立高雄科技大學,50 高雄市,日間部學制,學士班,17332,10588,6744,2662,1578,2581,1631,2514,1683,2408,1679,0,0,0,0,0,0,423,173
53,國立高雄科技大學,50 高雄市,日間部學制,學士班,456,284,172,0,0,0,0,119,83,130,81,0,0,0,0,0,0,35,8
53,國立高雄科技大學,50 高雄市,日間部學制,副學士,639,529,110,191,36,81,19,81,16,80,16,76,18,0,0,0,0,20,5
53,國立高雄科技大學,50 高雄市,進修部學制,碩士班,2032,1376,656,567,304,498,251,160,56,90,31,40,8,21,6,0,0,0,0
53,國立高雄科技大學,50 高雄市,進修部在職專班,學士班,3538,2400,1138,649,346,623,268,498,242,438,240,0,0,0,0,0,0,192,42
53,國立高雄科技大學,50 高雄市,進修部在職專班,學士班,202,100,102,0,0,0,0,45,27,48,61,0,0,0,0,0,0,7,14
144,國立臺灣戲曲學院,30 臺北市,日間部學制,學士班,568,200,368,53,95,42,96,44,88,38,77,0,0,0,0,0,0,23,12
144,國立臺灣戲曲學院,30 臺北市,進修部在職專班,學士班,39,19,20,0,0,5,4,4,7,10,8,0,0,0,0,0,0,0,1
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,110,2,108,1,62,1,46,0,0,0,0,0,0,0,0,0,0,0,0
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,1795,129,1666,30,331,29,332,22,342,22,331,25,314,0,0,0,0,1,16
221,國立臺南護理專科學校,21 臺南市,進修部在職專班,副學士,53,4,49,1,22,3,24,0,0,0,0,0,0,0,0,0,0,0,3
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,581,438,143,214,88,211,51,0,0,0,0,0,0,0,0,0,0,13,4
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,504,219,285,23,35,30,61,43,72,65,54,39,48,0,0,0,0,19,15
222,國立臺東專科學校,14 臺東縣,進修部在職專班,副學士,89,53,36,36,19,15,11,0,0,0,0,0,0,0,0,0,0,2,6
1001,東海大學,19 臺中市,日間部學制,博士班,243,147,96,37,18,22,14,18,12,23,12,16,14,15,7,16,19,0,0
1001,東海大學,19 臺中市,日間部學制,碩士班,1234,625,609,216,213,198,189,114,112,85,90,7,3,5,2,0,0,0,0
1001,東海大學,19 臺中市,日間部學制,學士班,13279,5983,7296,1373,1810,1462,1757,1402,1693,1392,1758,16,14,0,0,0,0,338,264
1001,東海大學,19 臺中市,進修部學制,碩士班,720,350,370,119,132,90,111,46,57,45,38,28,16,22,16,0,0,0,0
1001,東海大學,19 臺中市,進修學士班,學士班,604,323,281,71,60,54,54,57,53,44,60,64,41,0,0,0,0,33,13
1002,輔仁大學,01 新北市,日間部學制,博士班,420,233,187,42,36,44,35,34,28,35,29,29,25,19,14,30,20,0,0
1002,輔仁大學,01 新北市,日間部學制,碩士班,2007,847,1160,307,373,275,350,162,237,100,185,2,8,1,7,0,0,0,0
1002,輔仁大學,01 新北市,日間部學制,學士班,17839,7598,10241,1709,2414,1806,2417,1809,2466,1717,2469,27,20,37,15,34,12,459,428
1002,輔仁大學,01 新北市,進修部學制,碩士班,1423,604,819,230,303,212,274,50,93,44,60,31,38,37,51,0,0,0,0
1002,輔仁大學,01 新北市,進修部在職專班,學士班,65,2,63,0,0,0,0,2,29,0,34,0,0,0,0,0,0,0,0
1002,輔仁大學,01 新北市,進修學士班,學士班,4422,1698,2724,418,639,375,576,396,623,332,638,0,0,0,0,0,0,177,248
1003,東吳大學,30 臺北市,日間部學制,博士班,124,66,58,10,7,11,9,12,10,8,9,9,10,11,4,5,9,0,0
1003,東吳大學,30 臺北市,日間部學制,碩士班,1256,572,684,185,208,161,206,107,153,117,114,2,3,0,0,0,0,0,0
1003,東吳大學,30 臺北市,日間部學制,學士班,12012,4742,7270,1110,1621,1061,1672,1091,1724,1080,1753,120,148,0,0,0,0,280,352
1003,東吳大學,30 臺北市,進修部學制,碩士班,1175,539,636,126,171,145,151,82,121,88,69,51,58,47,66,0,0,0,0
1003,東吳大學,30 臺北市,進修學士班,學士班,1071,356,715,98,137,75,131,63,148,59,167,43,100,0,0,0,0,18,32
1004,中原大學,03 桃園市,日間部學制,博士班,348,243,105,60,24,29,23,38,18,40,16,28,10,22,7,26,7,0,0
1004,中原大學,03 桃園市,日間部學制,碩士班,1611,973,638,408,258,382,222,110,90,72,67,0,1,0,0,1,0,0,0
1004,中原大學,03 桃園市,日間部學制,學士班,13360,7270,6090,1651,1467,1715,1399,1637,1452,1697,1424,72,96,0,0,0,0,498,252
1004,中原大學,03 桃園市,進修部學制,碩士班,869,542,327,173,143,173,109,80,29,55,23,23,15,38,8,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,博士班,428,283,145,43,36,52,17,44,23,44,12,32,18,36,23,32,16,0,0
1005,淡江大學,01 新北市,日間部學制,碩士班,1790,1018,772,412,295,376,284,146,110,84,83,0,0,0,0,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,學士班,20476,10374,10102,2437,2352,2417,2396,2411,2494,2362,2485,31,26,0,0,0,0,716,349
1005,淡江大學,01 新北市,進修部學制,碩士班,988,514,474,166,142,185,181,54,59,40,36,45,25,24,31,0,0,0,0
1005,淡江大學,01 新北市,進修學士班,學士班,1661,885,776,224,180,137,111,168,165,228,241,0,0,0,0,0,0,128,79
1006,中國文化大學,30 臺北市,日間部學制,博士班,547,350,197,38,20,42,27,47,23,36,32,43,25,40,20,104,50,0,0
1006,中國文化大學,30 臺北市,日間部學制,碩士班,1673,895,778,238,256,179,181,160,127,141,99,100,72,77,43,0,0,0,0
1006,中國文化大學,30 臺北市,日間部學制,學士班,20749,9846,10903,2324,2578,2254,2372,2265,2537,2094,2635,26,27,0,0,0,0,883,754
1006,中國文化大學,30 臺北市,進修部學制,碩士班,560,215,345,74,140,53,101,28,37,23,31,21,25,16,11,0,0,0,0
1006,中國文化大學,30 臺北市,進修部在職專班,學士班,135,42,93,0,0,0,0,9,18,26,64,5,10,0,0,0,0,2,1
1006,中國文化大學,30 臺北市,進修學士班,學士班,1561,671,890,192,267,116,159,128,167,140,161,0,0,0,0,0,0,95,136
1007,逢甲大學,19 臺中市,日間部學制,博士班,420,315,105,57,20,61,22,60,17,55,20,29,14,28,5,25,7,0,0
1007,逢甲大學,19 臺中市,日間部學制,碩士班,1608,1078,530,463,255,453,182,106,71,56,21,0,1,0,0,0,0,0,0
1007,逢甲大學,19 臺中市,日間部學制,學士班,16832,10363,6469,2356,1635,2547,1559,2462,1574,2492,1562,63,52,0,0,0,0,443,87
1007,逢甲大學,19 臺中市,進修部學制,碩士班,1080,661,419,246,168,229,175,85,41,59,27,42,8,0,0,0,0,0,0
1007,逢甲大學,19 臺中市,進修學士班,學士班,872,495,377,120,80,114,71,110,75,101,115,0,0,0,0,0,0,50,36
1008,靜宜大學,06 臺中市,日間部學制,博士班,46,24,22,3,8,3,3,6,4,3,3,3,2,1,0,5,2,0,0
1008,靜宜大學,06 臺中市,日間部學制,碩士班,530,192,338,75,157,51,94,39,58,25,25,2,2,0,1,0,1,0,0
1008,靜宜大學,06 臺中市,日間部學制,學士班,11205,4315,6890,1009,1593,1016,1649,991,1662,930,1668,0,0,0,0,0,0,369,318
1008,靜宜大學,06 臺中市,進修部學制,碩士班,323,127,196,38,66,37,64,11,27,21,14,7,15,13,10,0,0,0,0
1009,長庚大學,03 桃園市,日間部學制,博士班,497,334,163,41,27,52,22,50,27,47,23,48,19,32,13,64,32,0,0
1009,長庚大學,03 桃園市,日間部學制,碩士班,1096,556,540,215,204,189,163,111,91,33,60,5,11,3,11,0,0,0,0
1009,長庚大學,03 桃園市,日間部學制,學士班,5260,2652,2608,557,615,562,589,527,629,587,533,98,55,92,64,110,45,119,78
1009,長庚大學,03 桃園市,進修部學制,碩士班,199,96,103,35,37,30,34,6,2,9,19,7,9,9,2,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,博士班,279,203,76,40,15,36,11,29,17,31,12,22,10,22,2,23,9,0,0
1010,元智大學,03 桃園市,日間部學制,碩士班,846,550,296,234,125,192,120,87,32,37,18,0,1,0,0,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,學士班,7113,4053,3060,950,733,953,740,947,746,968,743,0,0,0,0,0,0,235,98
1010,元智大學,03 桃園市,進修部學制,碩士班,644,420,224,135,88,108,78,61,25,43,18,38,9,34,6,1,0,0,0
1011,中華大學,18 新竹市,日間部學制,博士班,88,62,26,8,9,9,4,7,5,12,2,12,3,5,1,9,2,0,0
1011,中華大學,18 新竹市,日間部學制,碩士班,516,283,233,148,163,76,44,33,15,25,10,1,1,0,0,0,0,0,0
1011,中華大學,18 新竹市,日間部學制,學士班,5020,3121,1899,767,452,502,304,649,418,902,618,21,20,0,0,0,0,280,87
1011,中華大學,18 新竹市,進修部學制,碩士班,211,111,100,50,73,32,19,18,6,11,1,0,1,0,0,0,0,0,0
1011,中華大學,18 新竹市,進修部在職專班,學士班,207,135,72,0,0,0,0,6,8,127,64,0,0,0,0,0,0,2,0
1011,中華大學,18 新竹市,進修學士班,學士班,225,145,80,57,33,14,4,30,17,29,18,0,0,0,0,0,0,15,8
1012,大葉大學,07 彰化縣,日間部學制,博士班,134,102,32,21,8,25,6,13,8,16,5,11,0,10,1,6,4,0,0
1012,大葉大學,07 彰化縣,日間部學制,碩士班,670,369,301,168,175,116,80,60,26,24,19,1,1,0,0,0,0,0,0
1012,大葉大學,07 彰化縣,日間部學制,學士班,8019,4191,3828,892,882,916,732,1033,968,1117,1119,0,0,0,0,0,0,233,127
1012,大葉大學,07 彰化縣,進修部學制,碩士班,384,172,212,127,160,20,35,11,11,7,3,2,3,5,0,0,0,0,0
1012,大葉大學,07 彰化縣,進修部在職專班,學士班,58,0,58,0,0,0,0,0,41,0,16,0,0,0,0,0,0,0,1
1012,大葉大學,07 彰化縣,進修學士班,學士班,1046,588,458,137,123,98,95,144,108,173,111,0,0,0,0,0,0,36,21
1013,華梵大學,01 新北市,日間部學制,博士班,61,39,22,9,4,9,3,2,5,5,4,8,3,5,3,1,0,0,0
1013,華梵大學,01 新北市,日間部學制,碩士班,213,114,99,26,24,40,24,24,25,24,26,0,0,0,0,0,0,0,0
1013,華梵大學,01 新北市,日間部學制,學士班,1447,788,659,166,139,104,93,163,158,264,235,0,0,0,0,0,0,91,34
1013,華梵大學,01 新北市,進修部學制,碩士班,150,44,106,25,64,8,12,0,9,6,6,2,8,3,7,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,博士班,147,113,34,16,6,27,10,19,5,13,6,22,3,9,0,7,4,0,0
1014,義守大學,12 高雄市,日間部學制,碩士班,402,249,153,92,62,79,49,47,35,31,7,0,0,0,0,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,學士班,12546,6278,6268,1469,1609,1425,1465,1454,1415,1490,1543,23,28,0,0,0,0,417,208
1014,義守大學,12 高雄市,進修部學制,碩士班,473,339,134,119,57,149,51,46,13,10,4,10,7,5,2,0,0,0,0
1014,義守大學,12 高雄市,進修部在職專班,學士班,229,45,184,0,0,0,0,23,85,20,98,0,0,0,0,0,0,2,1
1014,義守大學,12 高雄市,進修學士班,學士班,1735,1212,523,331,141,362,138,261,124,210,96,0,0,0,0,0,0,48,24
1015,世新大學,30 臺北市,日間部學制,博士班,97,45,52,10,11,10,8,6,8,7,7,3,6,4,5,5,7,0,0
1015,世新大學,30 臺北市,日間部學制,碩士班,612,294,318,91,116,93,113,49,41,61,48,0,0,0,0,0,0,0,0
1015,世新大學,30 臺北市,日間部學制,學士班,9671,3409,6262,823,1489,770,1515,832,1529,774,1540,0,0,0,0,0,0,210,189
1015,世新大學,30 臺北市,進修部學制,碩士班,785,422,363,119,132,88,84,67,44,55,40,48,30,45,33,0,0,0,0
1015,世新大學,30 臺北市,進修部在職專班,學士班,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1015,世新大學,30 臺北市,進修學士班,學士班,424,163,261,63,91,38,48,29,53,24,52,0,0,0,0,0,0,9,17
1016,銘傳大學,30 臺北市,日間部學制,博士班,73,30,43,6,11,4,6,7,9,5,4,2,6,4,5,2,2,0,0
1016,銘傳大學,30 臺北市,日間部學制,碩士班,741,330,411,126,184,101,117,60,64,43,45,0,0,0,0,0,1,0,0
1016,銘傳大學,30 臺北市,日間部學制,學士班,17333,6868,10465,1664,2520,1531,2448,1578,2521,1569,2523,37,20,0,0,0,0,489,433
1016,銘傳大學,30 臺北市,進修部學制,碩士班,828,382,446,146,183,136,181,40,42,34,18,12,12,14,10,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,博士班,25,10,15,3,4,3,3,1,3,3,2,0,1,0,0,0,2,0,0
1017,實踐大學,30 臺北市,日間部學制,碩士班,380,161,219,64,79,41,62,36,50,20,28,0,0,0,0,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,學士班,11258,3713,7545,807,1903,813,1688,862,1846,954,1796,16,20,0,0,0,0,261,292
1017,實踐大學,30 臺北市,進修部學制,碩士班,144,56,88,16,30,21,32,7,11,6,9,6,6,0,0,0,0,0,0
1017,實踐大學,30 臺北市,進修部在職專班,學士班,128,21,107,0,0,0,0,10,50,8,45,0,0,0,0,0,0,3,12
1017,實踐大學,30 臺北市,進修學士班,學士班,2033,643,1390,168,291,131,295,145,353,154,352,0,0,0,0,0,0,45,99
1018,朝陽科技大學,06 臺中市,日間部學制,博士班,91,69,22,13,8,13,4,17,2,14,3,7,3,3,1,2,1,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,碩士班,642,349,293,133,124,102,89,114,80,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,11410,4763,6647,1168,1699,1145,1545,1138,1596,1064,1636,0,0,0,0,0,0,248,171
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,51,20,31,0,0,0,0,8,17,9,11,0,0,0,0,0,0,3,3
1018,朝陽科技大學,06 臺中市,進修部學制,碩士班,404,212,192,76,58,69,38,67,96,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,進修部在職專班,學士班,3014,1573,1441,470,394,322,322,367,325,329,336,0,0,0,0,0,0,85,64
1019,高雄醫學大學,50 高雄市,日間部學制,博士班,305,161,144,25,31,29,29,32,30,26,16,19,13,15,15,15,10,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,碩士班,681,231,450,93,183,95,173,33,76,10,18,0,0,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,學士班,5546,2445,3101,481,738,498,680,481,706,471,692,183,110,166,84,100,46,65,45
1019,高雄醫學大學,50 高雄市,進修部學制,碩士班,230,85,145,26,64,28,58,13,18,10,4,8,1,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,進修部在職專班,學士班,40,0,40,0,0,0,0,0,13,0,12,0,15,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,博士班,48,27,21,11,9,3,6,4,1,4,2,0,0,1,2,4,1,0,0
1020,南華大學,10 嘉義縣,日間部學制,碩士班,644,271,373,135,207,79,85,30,39,26,40,1,2,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,學士班,4489,2160,2329,647,701,453,550,425,465,471,553,0,0,0,0,0,0,164,60
1020,南華大學,10 嘉義縣,進修部學制,碩士班,392,159,233,68,98,50,57,18,35,9,19,14,24,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,進修學士班,學士班,325,186,139,57,41,41,33,35,31,40,32,0,0,0,0,0,0,13,2
1021,真理大學,01 新北市,日間部學制,碩士班,135,84,51,37,14,23,15,16,10,8,12,0,0,0,0,0,0,0,0
1021,真理大學,01 新北市,日間部學制,學士班,5830,2834,2996,676,846,570,511,616,687,733,840,0,0,0,0,0,0,239,112
1021,真理大學,01 新北市,進修部學制,碩士班,21,10,11,6,4,3,4,1,2,0,1,0,0,0,0,0,0,0,0
1021,真理大學,01 新北市,進修學士班,學士班,218,123,95,24,27,21,12,23,15,39,28,0,0,0,0,0,0,16,13
1022,大同大學,30 臺北市,日間部學制,博士班,116,66,50,11,13,12,5,9,7,8,5,7,6,9,7,10,7,0,0
1022,大同大學,30 臺北市,日間部學制,碩士班,353,264,89,106,35,100,39,38,10,20,5,0,0,0,0,0,0,0,0
1022,大同大學,30 臺北市,日間部學制,學士班,3689,2226,1463,535,353,494,372,504,366,534,329,0,0,0,0,0,0,159,43
1022,大同大學,30 臺北市,進修部學制,碩士班,232,178,54,39,18,37,14,40,11,41,6,21,5,0,0,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,博士班,99,83,16,21,7,19,4,14,1,6,2,12,1,3,0,8,1,0,0
1023,南臺科技大學,11 臺南市,日間部學制,碩士班,830,474,356,191,132,168,113,74,65,32,34,8,12,1,0,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,學士班,12723,7125,5598,1715,1369,1742,1349,1665,1328,1681,1381,0,0,0,0,0,0,322,171
1023,南臺科技大學,11 臺南市,日間部學制,學士班,169,53,116,0,0,0,0,33,50,16,62,0,0,0,0,0,0,4,4
1023,南臺科技大學,11 臺南市,日間部學制,副學士,66,61,5,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,南臺科技大學,11 臺南市,進修部學制,碩士班,390,192,198,66,88,60,73,24,12,24,13,7,7,11,5,0,0,0,0
1023,南臺科技大學,11 臺南市,進修部在職專班,學士班,4201,2591,1610,728,416,570,346,604,346,487,382,0,0,0,0,0,0,202,120
1023,南臺科技大學,11 臺南市,進修部在職專班,學士班,144,74,70,0,0,0,0,45,29,23,36,0,0,0,0,0,0,6,5
1024,崑山科技大學,11 臺南市,日間部學制,博士班,36,27,9,6,1,7,3,5,1,2,4,3,0,3,0,1,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,碩士班,353,230,123,95,52,105,55,19,13,11,3,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,學士班,7793,4612,3181,1152,848,1046,730,1057,702,1102,747,0,0,0,0,0,0,255,154
1024,崑山科技大學,11 臺南市,日間部學制,學士班,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1024,崑山科技大學,11 臺南市,進修部學制,碩士班,170,121,49,48,23,56,17,6,7,11,2,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,進修部在職專班,學士班,3124,2112,1012,562,224,420,230,455,243,537,257,0,0,0,0,0,0,138,58
1024,崑山科技大學,11 臺南市,進修部在職專班,學士班,199,133,66,0,0,0,0,71,31,58,34,0,0,0,0,0,0,4,1
1025,嘉南藥理大學,11 臺南市,日間部學制,碩士班,207,94,113,45,56,33,48,11,6,5,3,0,0,0,0,0,0,0,0
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,10974,4599,6375,898,1439,1151,1429,1145,1593,1238,1806,3,5,0,0,0,0,164,103
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,141,23,118,0,0,0,0,7,47,16,70,0,0,0,0,0,0,0,1
1025,嘉南藥理大學,11 臺南市,進修部學制,碩士班,238,99,139,44,70,44,45,11,19,0,4,0,0,0,1,0,0,0,0
1025,嘉南藥理大學,11 臺南市,進修部在職專班,學士班,2421,1168,1253,369,397,227,245,187,229,309,319,0,0,0,0,0,0,76,63
1025,嘉南藥理大學,11 臺南市,進修部在職專班,學士班,359,85,274,0,0,0,0,37,115,47,158,0,0,0,0,0,0,1,1
1026,樹德科技大學,12 高雄市,日間部學制,博士班,35,17,18,7,1,0,2,0,6,2,3,8,6,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,日間部學制,碩士班,249,130,119,67,49,39,23,15,22,9,25,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,日間部學制,學士班,7861,3328,4533,865,1166,722,1048,771,1051,798,1122,0,0,0,0,0,0,172,146
1026,樹德科技大學,12 高雄市,日間部學制,學士班,20,4,16,0,0,0,0,1,11,3,5,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,進修部學制,碩士班,438,190,248,75,119,63,71,20,22,32,36,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,進修部在職專班,學士班,1501,800,701,319,260,158,121,122,128,146,166,0,0,0,0,0,0,55,26
1026,樹德科技大學,12 高雄市,進修部在職專班,學士班,522,177,345,0,0,0,0,82,167,89,174,0,0,0,0,0,0,6,4
1027,慈濟大學,15 花蓮縣,日間部學制,博士班,101,53,48,5,6,10,4,11,10,11,11,7,9,5,5,4,3,0,0
1027,慈濟大學,15 花蓮縣,日間部學制,碩士班,336,121,215,46,68,39,73,19,40,17,34,0,0,0,0,0,0,0,0
1027,慈濟大學,15 花蓮縣,日間部學制,學士班,2968,1148,1820,264,435,223,430,235,391,264,393,48,51,31,25,23,34,60,61
1027,慈濟大學,15 花蓮縣,進修部學制,碩士班,43,7,36,5,10,1,14,0,3,0,7,1,2,0,0,0,0,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,博士班,489,275,214,66,56,47,36,59,36,30,27,25,24,19,25,29,10,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,碩士班,621,222,399,105,160,87,158,17,52,13,29,0,0,0,0,0,0,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,學士班,4733,1986,2747,357,575,387,574,380,593,396,609,170,134,158,118,93,69,45,75
1028,臺北醫學大學,30 臺北市,進修部學制,碩士班,267,65,202,28,64,24,63,9,34,4,41,0,0,0,0,0,0,0,0
1028,臺北醫學大學,30 臺北市,進修部在職專班,學士班,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1029,中山醫學大學,19 臺中市,日間部學制,博士班,207,138,69,20,13,26,15,26,12,20,13,18,7,13,5,15,4,0,0
1029,中山醫學大學,19 臺中市,日間部學制,碩士班,476,142,334,61,135,52,124,16,46,13,29,0,0,0,0,0,0,0,0
1029,中山醫學大學,19 臺中市,日間部學制,學士班,6099,2355,3744,461,875,422,865,480,894,523,860,155,70,142,72,103,39,69,69
1029,中山醫學大學,19 臺中市,進修部學制,碩士班,194,47,147,23,63,14,44,8,31,0,7,2,2,0,0,0,0,0,0
1029,中山醫學大學,19 臺中市,進修部在職專班,學士班,113,39,74,0,0,0,0,11,27,10,27,17,16,0,0,0,0,1,4
1029,中山醫學大學,19 臺中市,進修學士班,學士班,7,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3
1030,龍華科技大學,03 桃園市,日間部學制,碩士班,288,208,80,81,27,60,27,46,16,21,10,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,日間部學制,學士班,6779,4401,2378,1125,615,1126,559,1000,530,923,568,0,0,0,0,0,0,227,106
1030,龍華科技大學,03 桃園市,日間部學制,學士班,8,2,6,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,日間部學制,副學士,246,209,37,125,17,21,4,35,12,28,4,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,進修部學制,碩士班,170,109,61,30,16,54,37,21,8,4,0,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,進修部在職專班,學士班,3734,2772,962,842,262,572,196,593,212,613,239,0,0,0,0,0,0,152,53
1030,龍華科技大學,03 桃園市,進修部在職專班,學士班,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1031,輔英科技大學,12 高雄市,日間部學制,碩士班,132,43,89,22,36,14,34,4,10,2,8,1,1,0,0,0,0,0,0
1031,輔英科技大學,12 高雄市,日間部學制,學士班,3715,1551,2164,416,576,337,507,360,506,360,516,0,0,0,0,0,0,78,59
1031,輔英科技大學,12 高雄市,日間部學制,學士班,1527,164,1363,0,0,0,0,77,705,83,639,0,0,0,0,0,0,4,19
1031,輔英科技大學,12 高雄市,日間部學制,副學士,2693,284,2409,69,498,55,480,46,468,52,441,51,495,0,0,0,0,11,27
1031,輔英科技大學,12 高雄市,進修部學制,碩士班,111,10,101,5,44,3,40,1,9,0,4,1,4,0,0,0,0,0,0
