University_Code,University_Name,County,Type,Degree,Total_Students,Male,Female,FirstYear_Male,FirstYear_Female,SecondYear_Male,SecondYear_Female,ThirdYear_Male,ThirdYear_Female,FourthYear_Male,FourthYear_Female,FifthYear_Male,FifthYear_Female,SixthYear_Male,SixthYear_Female,SeventhYear_Male,SeventhYear_Female,Supersenior_Male,Supersenior_Female
42,國立澎湖科技大學,16 澎湖縣,日間部學制,學士班,2569,1506,1063,396,255,361,305,354,248,352,240,0,0,0,0,0,0,43,15
42,國立澎湖科技大學,16 澎湖縣,進修部在職專班,碩士班,49,28,21,12,14,15,5,1,1,0,1,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,進修部學制,學士班,304,138,166,40,51,27,36,29,35,33,42,0,0,0,0,0,0,9,2
43,國立勤益科技大學,06 臺中市,日間部學制,博士班,18,16,2,2,1,3,0,2,1,3,0,3,0,3,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,碩士班,546,423,123,170,56,195,47,44,14,14,6,0,0,0,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,6659,4549,2110,"1,130",518,"1,084",502,"1,086",553,"1,061",508,0,0,0,0,0,0,188,29
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,68,64,4,0,0,0,0,34,1,27,3,0,0,0,0,0,0,3,0
43,國立勤益科技大學,06 臺中市,日間部學制,副學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,國立勤益科技大學,06 臺中市,進修部在職專班,碩士班,285,236,49,84,23,80,21,39,4,20,1,9,0,4,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,進修部學制,學士班,3574,2926,648,831,180,685,133,616,154,605,163,0,0,0,0,0,0,189,18
43,國立勤益科技大學,06 臺中市,進修部學制,學士班,25,22,3,0,0,0,0,4,2,17,1,0,0,0,0,0,0,1,0
44,國立體育大學,03 桃園市,日間部學制,博士班,145,96,49,20,8,17,10,21,8,11,6,12,5,8,10,7,2,0,0
44,國立體育大學,03 桃園市,日間部學制,碩士班,356,179,177,59,66,61,54,34,42,25,15,0,0,0,0,0,0,0,0
44,國立體育大學,03 桃園市,日間部學制,學士班,1659,1035,624,240,159,236,158,251,128,219,148,0,0,0,0,0,0,89,31
44,國立體育大學,03 桃園市,進修部在職專班,碩士班,204,110,94,47,34,38,37,18,14,6,6,1,2,0,1,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,博士班,67,3,64,3,14,0,8,0,10,0,10,0,14,0,3,0,5,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,碩士班,571,107,464,39,153,34,136,23,100,11,75,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,2689,644,2045,160,554,172,520,152,504,147,434,0,0,0,0,0,0,13,33
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,840,40,800,0,0,0,0,19,417,18,374,0,0,0,0,0,0,3,9
46,國立臺北護理健康大學,30 臺北市,進修部在職專班,碩士班,192,26,166,8,54,11,49,6,39,1,24,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,進修部學制,學士班,717,18,699,0,0,0,0,12,231,2,223,4,211,0,0,0,0,0,34
47,國立高雄餐旅大學,50 高雄市,日間部學制,博士班,30,17,13,4,5,4,0,2,1,2,6,2,1,3,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,碩士班,139,41,98,20,42,15,44,3,10,2,2,1,0,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,3179,892,2287,231,554,225,568,217,567,212,584,0,0,0,0,0,0,7,14
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,101,20,81,0,0,0,0,6,43,14,36,0,0,0,0,0,0,0,2
47,國立高雄餐旅大學,50 高雄市,日間部學制,副學士,229,86,143,17,29,21,28,20,30,17,31,9,25,0,0,0,0,2,0
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,碩士班,55,33,22,12,7,13,11,7,2,1,2,0,0,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,進修部學制,學士班,1051,286,765,97,262,74,162,54,164,57,174,0,0,0,0,0,0,4,3
47,國立高雄餐旅大學,50 高雄市,進修部學制,學士班,313,74,239,0,0,0,0,35,113,37,122,0,0,0,0,0,0,2,4
47,國立高雄餐旅大學,50 高雄市,進修部學制,副學士,141,52,89,0,0,49,77,0,0,0,0,0,0,0,0,0,0,3,12
48,國立金門大學,71 金門縣,日間部學制,碩士班,202,130,72,50,23,46,26,26,15,8,8,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,日間部學制,學士班,3367,1748,1619,407,345,398,425,405,402,413,389,22,14,0,0,0,0,103,44
48,國立金門大學,71 金門縣,進修部在職專班,碩士班,86,61,25,32,13,13,9,11,2,5,1,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,進修學士班,學士班,846,488,358,150,105,102,82,100,75,97,76,0,0,0,0,0,0,39,20
49,國立臺灣體育運動大學,19 臺中市,日間部學制,碩士班,252,137,115,35,40,47,35,30,28,21,9,3,1,1,1,0,1,0,0
49,國立臺灣體育運動大學,19 臺中市,日間部學制,學士班,2455,1475,980,348,239,335,229,329,225,302,222,0,0,0,0,0,0,161,65
49,國立臺灣體育運動大學,19 臺中市,進修部在職專班,碩士班,103,59,44,12,21,24,10,14,10,5,2,4,0,0,1,0,0,0,0
49,國立臺灣體育運動大學,19 臺中市,進修學士班,學士班,344,250,94,71,28,60,20,43,21,55,22,0,0,0,0,0,0,21,3
50,國立臺中科技大學,19 臺中市,日間部學制,碩士班,365,160,205,72,98,64,84,22,15,2,8,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,5404,1550,3854,379,962,414,955,344,992,331,844,0,0,0,0,0,0,82,101
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,1456,281,1175,0,0,0,0,132,533,137,551,0,0,0,0,0,0,12,91
50,國立臺中科技大學,19 臺中市,日間部學制,副學士,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,國立臺中科技大學,19 臺中市,日間部學制,副學士,3504,711,2793,160,511,149,505,128,564,148,594,115,589,0,0,0,0,11,30
50,國立臺中科技大學,19 臺中市,進修部在職專班,碩士班,194,83,111,46,55,30,42,4,8,3,6,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,進修部學制,學士班,2209,740,1469,184,400,180,299,161,332,173,348,0,0,0,0,0,0,42,90
50,國立臺中科技大學,19 臺中市,進修部學制,學士班,385,102,283,0,0,0,0,49,128,35,132,0,0,0,0,0,0,18,23
50,國立臺中科技大學,19 臺中市,進修部學制,副學士,80,5,75,0,1,3,54,0,0,0,0,0,0,0,0,0,0,2,20
51,國立臺北商業大學,30 臺北市,日間部學制,碩士班,174,79,95,35,54,33,32,11,8,0,1,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,2338,669,1669,180,432,172,419,140,411,163,376,0,0,0,0,0,0,14,31
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,760,144,616,0,0,0,0,70,280,68,316,0,0,0,0,0,0,6,20
51,國立臺北商業大學,30 臺北市,日間部學制,副學士,1911,490,1421,90,255,82,274,108,289,113,275,79,292,0,0,0,0,18,36
51,國立臺北商業大學,30 臺北市,進修部在職專班,碩士班,39,19,20,14,11,4,7,1,1,0,1,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,進修部學制,學士班,670,191,479,54,129,43,111,56,99,29,116,0,0,0,0,0,0,9,24
51,國立臺北商業大學,30 臺北市,進修部學制,學士班,812,252,560,0,0,0,0,129,263,103,264,0,0,0,0,0,0,20,33
51,國立臺北商業大學,30 臺北市,進修部學制,副學士,8,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4
52,國立屏東大學,13 屏東縣,日間部學制,博士班,48,27,21,6,5,4,2,2,8,7,3,1,1,4,2,3,0,0,0
52,國立屏東大學,13 屏東縣,日間部學制,碩士班,932,394,538,147,172,133,180,70,100,44,86,0,0,0,0,0,0,0,0
52,國立屏東大學,13 屏東縣,日間部學制,學士班,6776,2704,4072,664,991,677,964,610,"1,046",635,976,0,0,0,0,0,0,118,95
52,國立屏東大學,13 屏東縣,進修部在職專班,碩士班,556,149,407,70,152,38,132,19,58,13,34,9,30,0,1,0,0,0,0
52,國立屏東大學,13 屏東縣,進修學士班,學士班,651,304,347,94,98,79,84,50,62,56,77,0,0,0,0,0,0,25,26
144,國立臺灣戲曲學院,30 臺北市,日間部學制,學士班,555,190,365,49,102,48,91,40,82,41,74,0,0,0,0,0,0,12,16
144,國立臺灣戲曲學院,30 臺北市,進修部學制,學士班,59,28,31,6,7,4,8,11,8,7,8,0,0,0,0,0,0,0,0
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,97,5,92,0,46,3,43,0,0,0,0,0,0,0,0,0,0,2,3
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,1797,128,1669,30,333,22,340,24,343,28,320,24,320,0,0,0,0,0,13
221,國立臺南護理專科學校,21 臺南市,進修部學制,副學士,61,7,54,5,25,2,27,0,0,0,0,0,0,0,0,0,0,0,2
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,579,439,140,231,72,196,67,0,0,0,0,0,0,0,0,0,0,12,1
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,587,267,320,36,65,42,73,71,65,45,49,61,59,0,0,0,0,12,9
222,國立臺東專科學校,14 臺東縣,進修部學制,副學士,78,41,37,18,15,20,21,0,0,0,0,0,0,0,0,0,0,3,1
1001,東海大學,19 臺中市,日間部學制,博士班,240,136,104,25,15,20,15,25,16,15,18,20,8,19,14,12,18,0,0
1001,東海大學,19 臺中市,日間部學制,碩士班,1308,666,642,236,236,198,171,119,131,103,96,7,3,3,5,0,0,0,0
1001,東海大學,19 臺中市,日間部學制,學士班,13588,6192,7396,"1,451","1,782","1,506","1,757","1,436","1,769","1,393","1,799",20,16,0,0,0,0,386,273
1001,東海大學,19 臺中市,進修部在職專班,碩士班,745,371,374,110,124,91,113,67,58,43,27,31,20,29,32,0,0,0,0
1001,東海大學,19 臺中市,進修學士班,學士班,548,297,251,42,42,56,45,51,59,77,54,48,40,0,0,0,0,23,11
1002,輔仁大學,01 新北市,日間部學制,博士班,473,252,221,48,40,35,29,41,33,38,32,21,19,37,34,32,34,0,0
1002,輔仁大學,01 新北市,日間部學制,碩士班,2156,903,1253,297,399,292,379,148,260,162,198,1,8,3,9,0,0,0,0
1002,輔仁大學,01 新北市,日間部學制,學士班,18105,7746,10359,"1,803","2,369","1,873","2,518","1,791","2,505","1,685","2,453",37,14,35,13,35,9,487,478
1002,輔仁大學,01 新北市,進修部在職專班,碩士班,1653,688,965,250,308,181,287,77,127,63,93,67,67,50,83,0,0,0,0
1002,輔仁大學,01 新北市,進修部學制,學士班,65,1,64,0,0,0,0,0,35,1,28,0,0,0,0,0,0,0,1
1002,輔仁大學,01 新北市,進修學士班,學士班,4565,1697,2868,394,605,404,638,361,668,330,685,0,0,0,0,0,0,208,272
1003,東吳大學,30 臺北市,日間部學制,博士班,122,65,57,10,10,13,9,8,9,10,10,11,4,5,6,8,9,0,0
1003,東吳大學,30 臺北市,日間部學制,碩士班,1269,577,692,189,228,144,210,114,132,130,122,0,0,0,0,0,0,0,0
1003,東吳大學,30 臺北市,日間部學制,學士班,12175,4837,7338,"1,098","1,698","1,124","1,711","1,116","1,771","1,069","1,674",119,134,0,0,0,0,311,350
1003,東吳大學,30 臺北市,進修部在職專班,碩士班,1170,537,633,160,172,119,185,105,97,57,70,49,57,47,52,0,0,0,0
1003,東吳大學,30 臺北市,進修學士班,學士班,1104,345,759,89,134,63,149,63,170,59,157,54,113,0,0,0,0,17,36
1004,中原大學,03 桃園市,日間部學制,博士班,336,241,95,38,27,38,20,45,16,38,11,32,9,20,4,30,8,0,0
1004,中原大學,03 桃園市,日間部學制,碩士班,1620,993,627,426,268,384,206,111,89,72,64,0,0,0,0,0,0,0,0
1004,中原大學,03 桃園市,日間部學制,學士班,13472,7446,6026,"1,755","1,421","1,721","1,488","1,757","1,437","1,694","1,375",71,87,0,0,0,0,448,218
1004,中原大學,03 桃園市,進修部在職專班,碩士班,862,547,315,212,121,152,109,80,37,31,20,45,17,27,11,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,博士班,442,295,147,53,20,50,26,51,16,37,22,43,28,19,16,42,19,0,0
1005,淡江大學,01 新北市,日間部學制,碩士班,1873,1067,806,451,342,363,258,155,108,98,98,0,0,0,0,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,學士班,20889,10624,10265,"2,497","2,361","2,534","2,509","2,459","2,530","2,303","2,461",29,25,0,0,0,0,802,379
1005,淡江大學,01 新北市,進修部在職專班,碩士班,1082,559,523,205,197,167,173,66,54,65,43,26,36,30,20,0,0,0,0
1005,淡江大學,01 新北市,進修部學制,學士班,21,8,13,0,0,0,0,0,0,6,11,2,1,0,0,0,0,0,1
1005,淡江大學,01 新北市,進修學士班,學士班,1725,923,802,141,102,194,186,246,257,234,189,0,0,0,0,0,0,108,68
1006,中國文化大學,30 臺北市,日間部學制,博士班,524,337,187,43,25,49,26,37,32,45,24,36,23,49,24,78,33,0,0
1006,中國文化大學,30 臺北市,日間部學制,碩士班,1596,885,711,233,225,221,167,173,137,155,124,102,54,1,4,0,0,0,0
1006,中國文化大學,30 臺北市,日間部學制,學士班,21364,10102,11262,"2,394","2,485","2,397","2,611","2,218","2,731","2,177","2,709",24,29,0,0,0,0,892,697
1006,中國文化大學,30 臺北市,進修部在職專班,碩士班,509,205,304,77,129,43,80,29,41,21,28,28,23,7,3,0,0,0,0
1006,中國文化大學,30 臺北市,進修部學制,學士班,100,31,69,0,0,0,0,11,29,16,31,4,6,0,0,0,0,0,3
1006,中國文化大學,30 臺北市,進修學士班,學士班,1792,771,1021,205,247,145,198,177,194,150,268,0,0,0,0,0,0,94,114
1007,逢甲大學,19 臺中市,日間部學制,博士班,440,325,115,69,25,64,19,59,23,42,23,35,5,27,9,29,11,0,0
1007,逢甲大學,19 臺中市,日間部學制,碩士班,1642,1133,509,497,231,452,212,136,45,47,21,1,0,0,0,0,0,0,0
1007,逢甲大學,19 臺中市,日間部學制,學士班,17029,10582,6447,"2,482","1,552","2,636","1,567","2,547","1,571","2,428","1,603",57,46,0,0,0,0,432,108
1007,逢甲大學,19 臺中市,進修部在職專班,碩士班,1120,706,414,254,192,258,153,83,37,76,18,35,14,0,0,0,0,0,0
1007,逢甲大學,19 臺中市,進修學士班,學士班,915,502,413,101,70,114,89,122,118,117,102,0,0,0,0,0,0,48,34
1008,靜宜大學,06 臺中市,日間部學制,博士班,42,26,16,6,4,6,4,3,3,3,2,1,1,4,1,3,1,0,0
1008,靜宜大學,06 臺中市,日間部學制,碩士班,546,200,346,67,132,72,109,31,61,30,41,0,2,0,0,0,1,0,0
1008,靜宜大學,06 臺中市,日間部學制,學士班,11371,4379,6992,"1,016","1,609","1,046","1,690",961,"1,702",984,"1,640",0,0,0,0,0,0,372,351
1008,靜宜大學,06 臺中市,進修部在職專班,碩士班,326,139,187,44,64,36,58,27,21,9,18,13,12,10,14,0,0,0,0
1008,靜宜大學,06 臺中市,進修學士班,學士班,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
1009,長庚大學,03 桃園市,日間部學制,博士班,525,361,164,59,24,55,28,51,25,54,23,43,15,36,19,63,30,0,0
1009,長庚大學,03 桃園市,日間部學制,碩士班,1160,601,559,228,211,238,183,84,90,39,54,5,9,7,12,0,0,0,0
1009,長庚大學,03 桃園市,日間部學制,學士班,5304,2750,2554,576,611,552,627,608,543,589,523,93,65,111,47,102,50,119,88
1009,長庚大學,03 桃園市,進修部在職專班,碩士班,198,95,103,28,40,27,20,9,23,10,8,13,2,8,10,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,博士班,285,206,79,38,15,33,18,31,12,28,11,29,2,20,8,27,13,0,0
1010,元智大學,03 桃園市,日間部學制,碩士班,955,631,324,227,144,262,122,92,45,49,13,0,0,1,0,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,學士班,7209,4094,3115,976,743,980,760,985,751,933,754,0,0,0,0,0,0,220,107
1010,元智大學,03 桃園市,進修部在職專班,碩士班,686,448,238,124,85,139,88,67,29,57,15,33,9,28,11,0,1,0,0
1011,中華大學,18 新竹市,日間部學制,博士班,95,73,22,12,4,10,5,13,3,16,4,7,2,6,2,9,2,0,0
1011,中華大學,18 新竹市,日間部學制,碩士班,550,334,216,183,158,84,36,42,11,25,11,0,0,0,0,0,0,0,0
1011,中華大學,18 新竹市,日間部學制,學士班,5427,3366,2061,512,310,690,436,949,618,875,597,0,0,0,0,0,0,340,100
1011,中華大學,18 新竹市,進修部在職專班,碩士班,242,146,96,61,67,63,22,15,3,7,4,0,0,0,0,0,0,0,0
1011,中華大學,18 新竹市,進修部學制,學士班,205,125,80,0,0,0,0,0,0,120,78,0,0,0,0,0,0,5,2
1011,中華大學,18 新竹市,進修學士班,學士班,203,129,74,39,19,24,18,31,17,22,16,0,0,0,0,0,0,13,4
1012,大葉大學,07 彰化縣,日間部學制,博士班,134,108,26,32,8,13,8,21,3,14,0,13,3,8,3,7,1,0,0
1012,大葉大學,07 彰化縣,日間部學制,碩士班,672,401,271,177,155,133,66,66,25,25,25,0,0,0,0,0,0,0,0
1012,大葉大學,07 彰化縣,日間部學制,學士班,8623,4520,4103,949,789,"1,095","1,033","1,130","1,133","1,118","1,051",0,0,0,0,0,0,228,97
1012,大葉大學,07 彰化縣,進修部在職專班,碩士班,500,172,328,101,239,41,63,10,16,5,8,9,2,6,0,0,0,0,0
1012,大葉大學,07 彰化縣,進修部學制,學士班,61,1,60,0,0,0,0,1,20,0,40,0,0,0,0,0,0,0,0
1012,大葉大學,07 彰化縣,進修學士班,學士班,1157,685,472,158,116,153,103,180,111,155,122,0,0,0,0,0,0,39,20
1013,華梵大學,01 新北市,日間部學制,博士班,58,34,24,10,4,2,5,3,3,8,4,5,5,2,2,4,1,0,0
1013,華梵大學,01 新北市,日間部學制,碩士班,262,141,121,53,27,36,24,26,40,26,30,0,0,0,0,0,0,0,0
1013,華梵大學,01 新北市,日間部學制,學士班,1864,1002,862,144,120,197,187,279,244,276,263,0,0,0,0,0,0,106,48
1013,華梵大學,01 新北市,進修部在職專班,碩士班,136,52,84,19,34,7,16,3,15,4,9,4,8,15,2,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,博士班,137,105,32,24,10,19,6,14,7,22,4,12,0,5,3,9,2,0,0
1014,義守大學,12 高雄市,日間部學制,碩士班,442,277,165,91,61,105,72,46,23,35,9,0,0,0,0,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,學士班,12853,6580,6273,"1,513","1,503","1,563","1,500","1,526","1,559","1,549","1,499",25,27,0,0,0,0,404,185
1014,義守大學,12 高雄市,進修部在職專班,碩士班,519,378,141,219,77,120,44,13,7,16,7,7,6,3,0,0,0,0,0
1014,義守大學,12 高雄市,進修部學制,學士班,272,44,228,0,0,0,0,20,105,19,121,0,0,0,0,0,0,5,2
1014,義守大學,12 高雄市,進修學士班,學士班,1986,1354,632,540,218,286,141,226,98,226,133,0,0,0,0,0,0,76,42
1015,世新大學,30 臺北市,日間部學制,博士班,89,44,45,11,7,8,8,8,9,3,6,3,6,5,4,6,5,0,0
1015,世新大學,30 臺北市,日間部學制,碩士班,617,308,309,104,124,82,97,55,40,67,47,0,0,0,0,0,1,0,0
1015,世新大學,30 臺北市,日間部學制,學士班,9873,3504,6369,799,"1,554",850,"1,516",804,"1,558",802,"1,541",0,0,0,0,0,0,249,200
1015,世新大學,30 臺北市,進修部在職專班,碩士班,806,459,347,110,101,125,85,67,53,54,32,52,32,51,44,0,0,0,0
1015,世新大學,30 臺北市,進修部學制,學士班,24,9,15,0,0,0,0,0,0,8,15,0,0,0,0,0,0,1,0
1015,世新大學,30 臺北市,進修學士班,學士班,314,123,191,44,45,31,42,29,55,19,49,0,0,0,0,0,0,0,0
1016,銘傳大學,30 臺北市,日間部學制,博士班,69,29,40,4,8,7,9,4,4,3,5,4,6,3,3,4,5,0,0
1016,銘傳大學,30 臺北市,日間部學制,碩士班,730,326,404,122,163,118,138,51,59,35,43,0,0,0,1,0,0,0,0
1016,銘傳大學,30 臺北市,日間部學制,學士班,17521,6920,10601,"1,633","2,583","1,609","2,490","1,591","2,515","1,522","2,553",28,26,0,0,0,0,537,434
1016,銘傳大學,30 臺北市,進修部在職專班,碩士班,809,359,450,146,196,115,173,39,36,29,24,16,12,14,9,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,博士班,24,11,13,3,3,2,4,4,2,0,2,2,0,0,2,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,碩士班,351,162,189,46,70,46,62,34,31,35,25,1,1,0,0,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,學士班,11783,3967,7816,880,"1,811",907,"1,934","1,011","1,854",935,"1,892",10,28,0,0,0,0,224,297
1017,實踐大學,30 臺北市,進修部在職專班,碩士班,165,74,91,21,35,28,26,11,14,7,11,7,5,0,0,0,0,0,0
1017,實踐大學,30 臺北市,進修部學制,學士班,126,21,105,0,0,0,0,12,50,7,41,0,0,0,0,0,0,2,14
1017,實踐大學,30 臺北市,進修學士班,學士班,2130,659,1471,151,294,149,365,169,386,147,327,0,0,0,0,0,0,43,99
1018,朝陽科技大學,06 臺中市,日間部學制,博士班,90,72,18,15,4,18,2,13,4,10,3,7,1,5,2,4,2,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,碩士班,674,384,290,135,110,156,85,93,95,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,11396,4754,6642,"1,130","1,541","1,173","1,631","1,096","1,642","1,128","1,668",0,0,0,0,0,0,227,160
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,52,26,26,0,0,0,0,9,12,17,14,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,進修部在職專班,碩士班,442,235,207,84,48,71,60,80,99,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,進修部學制,學士班,3138,1599,1539,410,409,408,341,364,357,305,339,0,0,0,0,0,0,112,93
1019,高雄醫學大學,50 高雄市,日間部學制,博士班,323,174,149,31,28,30,30,29,28,22,19,22,14,20,21,20,9,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,碩士班,678,236,442,108,191,86,164,32,52,10,33,0,2,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,學士班,5597,2533,3064,518,688,509,713,491,698,503,675,194,109,155,87,106,45,57,49
1019,高雄醫學大學,50 高雄市,進修部在職專班,碩士班,230,86,144,34,59,25,67,14,13,11,3,2,2,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,進修部學制,學士班,45,1,44,0,0,0,0,0,13,0,15,1,16,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,博士班,32,20,12,5,8,3,0,7,2,0,0,2,2,3,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,碩士班,592,254,338,116,155,57,89,37,60,42,33,2,1,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,學士班,4284,2028,2256,474,591,457,485,500,571,463,556,0,0,0,0,0,0,134,53
1020,南華大學,10 嘉義縣,進修部在職專班,碩士班,356,144,212,68,85,38,65,14,21,9,22,15,19,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,進修學士班,學士班,336,198,138,63,40,41,34,42,33,47,31,0,0,0,0,0,0,5,0
1021,真理大學,01 新北市,日間部學制,碩士班,152,87,65,37,23,31,20,13,15,6,7,0,0,0,0,0,0,0,0
1021,真理大學,01 新北市,日間部學制,學士班,6321,3060,3261,614,574,694,778,762,870,755,921,0,0,0,0,0,0,235,118
1021,真理大學,01 新北市,進修部在職專班,碩士班,20,10,10,4,6,6,2,0,2,0,0,0,0,0,0,0,0,0,0
1021,真理大學,01 新北市,進修學士班,學士班,280,163,117,28,17,29,20,42,30,30,28,0,0,0,0,0,0,34,22
1022,大同大學,30 臺北市,日間部學制,博士班,104,64,40,16,6,9,7,10,7,8,6,9,6,8,4,4,4,0,0
1022,大同大學,30 臺北市,日間部學制,碩士班,362,242,120,112,46,86,57,35,15,9,2,0,0,0,0,0,0,0,0
1022,大同大學,30 臺北市,日間部學制,學士班,3744,2345,1399,513,373,516,374,551,331,591,289,0,0,0,0,0,0,174,32
1022,大同大學,30 臺北市,進修部在職專班,碩士班,287,221,66,45,18,56,23,56,10,31,6,33,9,0,0,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,博士班,85,72,13,20,5,14,2,10,3,15,1,5,1,4,0,4,1,0,0
1023,南臺科技大學,11 臺南市,日間部學制,碩士班,871,502,369,193,148,179,130,89,67,40,24,1,0,0,0,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,學士班,13007,7259,5748,"1,735","1,331","1,764","1,355","1,736","1,412","1,692","1,460",0,0,0,0,0,0,332,190
1023,南臺科技大學,11 臺南市,日間部學制,學士班,187,48,139,0,0,0,0,17,63,31,75,0,0,0,0,0,0,0,1
1023,南臺科技大學,11 臺南市,進修部在職專班,碩士班,403,216,187,78,85,60,51,34,27,11,15,14,5,19,4,0,0,0,0
1023,南臺科技大學,11 臺南市,進修部學制,學士班,4167,2481,1686,652,394,644,370,529,403,479,397,0,0,0,0,0,0,177,122
1023,南臺科技大學,11 臺南市,進修部學制,學士班,135,56,79,0,0,0,0,26,42,25,31,0,0,0,0,0,0,5,6
1024,崑山科技大學,11 臺南市,日間部學制,博士班,34,25,9,6,3,5,1,1,4,7,1,2,0,3,0,1,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,碩士班,424,287,137,121,71,124,51,34,7,8,8,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,學士班,8041,4755,3286,"1,015",756,"1,118",774,"1,170",789,"1,192",846,0,0,0,0,0,0,260,121
1024,崑山科技大學,11 臺南市,日間部學制,學士班,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,進修部在職專班,碩士班,176,133,43,60,19,43,19,14,3,16,2,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,進修部學制,學士班,3304,2173,1131,612,304,472,226,559,262,401,277,0,0,0,0,0,0,129,62
1024,崑山科技大學,11 臺南市,進修部學制,學士班,194,130,64,0,0,0,0,62,38,65,26,0,0,0,0,0,0,3,0
1025,嘉南藥理大學,11 臺南市,日間部學制,碩士班,237,115,122,36,51,57,54,16,12,6,5,0,0,0,0,0,0,0,0
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,12074,5045,7029,"1,145","1,477","1,202","1,670","1,294","1,838","1,209","1,926",0,0,0,0,0,0,195,118
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,186,27,159,0,0,0,0,18,72,9,87,0,0,0,0,0,0,0,0
1025,嘉南藥理大學,11 臺南市,進修部在職專班,碩士班,244,121,123,58,53,53,51,9,16,0,0,1,2,0,1,0,0,0,0
1025,嘉南藥理大學,11 臺南市,進修部學制,學士班,2605,1292,1313,376,375,197,240,296,324,338,306,0,0,0,0,0,0,85,68
1025,嘉南藥理大學,11 臺南市,進修部學制,學士班,340,70,270,0,0,0,0,48,176,21,92,0,0,0,0,0,0,1,2
1026,樹德科技大學,12 高雄市,日間部學制,博士班,27,9,18,1,2,0,6,1,3,3,4,4,3,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,日間部學制,碩士班,295,158,137,70,51,54,45,14,22,20,19,0,0,0,0,0,0,0,0
