Academic_Year,University_Code,University_Name,Department,Degree,Overseas_Total,Overseas_Male,Overseas_Female,HKMAC_Total,HKMAC_Male,HKMAC_Female
107,1012,大葉大學,藥用植物與保健學系,學士班,0,0,0,5,4,1
107,1012,大葉大學,餐旅管理學系,學士班,0,0,0,19,8,11
107,1012,大葉大學,觀光旅遊學系,學士班,0,0,0,8,5,3
107,1012,大葉大學,休閒事業管理學系,學士班,0,0,0,7,7,0
107,1012,大葉大學,運動健康管理學系,學士班,0,0,0,18,16,2
107,1012,大葉大學,烘焙暨飲料調製學士學位學程,學士班,3,2,1,24,9,15
107,1012,大葉大學,婚禮企劃暨節慶管理學士學位學程,學士班,2,0,2,6,0,6
107,1012,大葉大學,消防安全學士學位學程,學士班,1,1,0,0,0,0
107,1013,華梵大學,工業設計學系,學士班,2,2,0,5,2,3
107,1013,華梵大學,美術與文創學系,學士班,1,0,1,20,7,13
107,1013,華梵大學,佛教學系,學士班,0,0,0,2,0,2
107,1013,華梵大學,東方人文思想研究所,碩士班,1,1,0,0,0,0
107,1013,華梵大學,中國文學系,學士班,1,0,1,1,1,0
107,1013,華梵大學,資訊管理學系,學士班,0,0,0,1,1,0
107,1013,華梵大學,機電工程學系,學士班,0,0,0,4,4,0
107,1013,華梵大學,建築學系,學士班,0,0,0,5,3,2
107,1013,華梵大學,景觀與環境設計學系,學士班,0,0,0,2,2,0
107,1014,義守大學,電影與電視學系,學士班,15,9,6,36,24,12
107,1014,義守大學,數位多媒體設計學系,學士班,1,0,1,13,8,5
107,1014,義守大學,創意商品設計學系,學士班,1,0,1,5,1,4
107,1014,義守大學,應用英語學系,學士班,1,1,0,3,1,2
107,1014,義守大學,應用日語學系,學士班,0,0,0,20,10,10
107,1014,義守大學,大眾傳播學系,學士班,10,4,6,27,9,18
107,1014,義守大學,會計學系,學士班,0,0,0,2,1,1
107,1014,義守大學,財務金融學系,學士班,0,0,0,2,2,0
107,1014,義守大學,財務金融學系,碩士班,0,0,0,1,1,0
107,1014,義守大學,國際財務金融學系,學士班,1,0,1,2,2,0
107,1014,義守大學,企業管理學系,學士班,2,2,0,16,9,7
107,1014,義守大學,管理學院管理碩士班,碩士班,0,0,0,1,0,1
107,1014,義守大學,國際企業經營學系,學士班,5,5,0,0,0,0
107,1014,義守大學,醫務管理學系,學士班,0,0,0,1,1,0
107,1014,義守大學,醫務管理學系,碩士班,0,0,0,1,0,1
107,1014,義守大學,公共政策與管理學系,學士班,0,0,0,1,1,0
107,1014,義守大學,國際商務學系,學士班,2,0,2,1,0,1
107,1014,義守大學,工業管理學系,學士班,0,0,0,1,1,0
107,1014,義守大學,生物科技學系,學士班,0,0,0,10,7,3
107,1014,義守大學,營養學系,學士班,3,0,3,13,8,5
107,1014,義守大學,資訊管理學系,學士班,0,0,0,1,1,0
107,1014,義守大學,資訊工程學系,學士班,2,1,1,6,6,0
107,1014,義守大學,化學工程學系,學士班,0,0,0,1,1,0
107,1014,義守大學,電機工程學系,學士班,0,0,0,3,3,0
107,1014,義守大學,電機工程學系,碩士班,1,0,1,0,0,0
107,1014,義守大學,電子工程學系,學士班,0,0,0,2,2,0
107,1014,義守大學,電子工程學系,碩士班,0,0,0,1,1,0
107,1014,義守大學,機械與自動化工程學系,學士班,1,1,0,4,4,0
107,1014,義守大學,生物醫學工程學系,學士班,0,0,0,3,1,2
107,1014,義守大學,土木與生態工程學系,學士班,0,0,0,2,2,0
107,1014,義守大學,護理學系,學士班,4,0,4,39,14,25
107,1014,義守大學,醫學影像暨放射科學系,學士班,0,0,0,6,2,4
107,1014,義守大學,醫學檢驗技術學系,學士班,0,0,0,2,1,1
107,1014,義守大學,物理治療學系,學士班,6,1,5,67,38,29
107,1014,義守大學,職能治療學系,學士班,5,1,4,67,31,36
107,1014,義守大學,餐旅管理學系,學士班,14,6,8,53,23,30
107,1014,義守大學,廚藝學系,學士班,9,5,4,52,25,27
107,1014,義守大學,觀光學系,學士班,2,0,2,8,3,5
107,1014,義守大學,國際觀光餐旅學系,學士班,5,1,4,17,8,9
107,1014,義守大學,休閒事業管理學系,學士班,0,0,0,9,6,3
107,1014,義守大學,娛樂事業管理學系,學士班,3,2,1,9,2,7
107,1015,世新大學,廣播電視電影學系,學士班,43,10,33,31,11,20
107,1015,世新大學,廣播電視電影學系,碩士班,2,0,2,3,2,1
107,1015,世新大學,數位多媒體設計學系,學士班,19,9,10,10,7,3
107,1015,世新大學,英語學系,學士班,1,0,1,6,4,2
107,1015,世新大學,日本語文學系,學士班,3,1,2,9,3,6
107,1015,世新大學,中國文學系,學士班,0,0,0,10,2,8
107,1015,世新大學,經濟學系,學士班,1,1,0,3,2,1
107,1015,世新大學,性別研究所,碩士班,0,0,0,1,0,1
107,1015,世新大學,社會心理學系,學士班,3,1,2,14,7,7
107,1015,世新大學,社會發展研究所,碩士班,0,0,0,1,0,1
107,1015,世新大學,新聞學系,學士班,19,8,11,18,7,11
107,1015,世新大學,資訊傳播學系,學士班,2,1,1,6,3,3
107,1015,世新大學,口語傳播學系,學士班,9,5,4,16,6,10
107,1015,世新大學,口語傳播學系,碩士班,1,0,1,0,0,0
107,1015,世新大學,圖文傳播暨數位出版學系,學士班,12,4,8,20,7,13
107,1015,世新大學,圖文傳播暨數位出版學系,碩士班,0,0,0,1,1,0
107,1015,世新大學,財務金融學系,學士班,3,0,3,4,4,0
107,1015,世新大學,財務金融學系,碩士班,0,0,0,1,1,0
107,1015,世新大學,企業管理學系,學士班,3,2,1,4,4,0
107,1015,世新大學,行政管理學系,學士班,1,0,1,5,1,4
107,1015,世新大學,公共關係暨廣告學系,學士班,25,7,18,13,4,9
107,1015,世新大學,傳播管理學系,學士班,14,3,11,15,8,7
107,1015,世新大學,法律學系,學士班,0,0,0,2,2,0
107,1015,世新大學,資訊管理學系,學士班,2,2,0,5,5,0
107,1015,世新大學,觀光學系,學士班,13,3,10,16,8,8
107,1015,世新大學,觀光學系,碩士班,0,0,0,1,1,0
107,1016,銘傳大學,華語文教學學系,學士班,0,0,0,1,1,0
107,1016,銘傳大學,數位媒體設計學系,學士班,13,4,9,31,8,23
107,1016,銘傳大學,數位媒體設計學系,碩士班,0,0,0,1,1,0
107,1016,銘傳大學,商業設計學系,學士班,7,1,6,16,3,13
107,1016,銘傳大學,商品設計學系,學士班,12,4,8,24,9,15
107,1016,銘傳大學,商品設計學系創新設計與管理碩士班,碩士班,1,0,1,1,1,0
107,1016,銘傳大學,應用日語學系,學士班,8,2,6,24,14,10
107,1016,銘傳大學,應用英語學系,學士班,5,2,3,19,13,6
107,1016,銘傳大學,應用中國文學系,學士班,2,2,0,5,3,2
107,1016,銘傳大學,國際事務與外交學士學位學程,學士班,2,0,2,1,1,0
107,1016,銘傳大學,諮商與工商心理學系,學士班,5,2,3,23,12,11
107,1016,銘傳大學,諮商與工商心理學系,碩士班,0,0,0,1,1,0
107,1016,銘傳大學,犯罪防治學系,學士班,0,0,0,4,3,1
107,1016,銘傳大學,新聞與大眾傳播學士學位學程,學士班,1,1,0,2,0,2
107,1016,銘傳大學,新聞學系,學士班,16,4,12,24,6,18
107,1016,銘傳大學,廣播電視學系,學士班,45,14,31,47,26,21
107,1016,銘傳大學,新媒體暨傳播管理學系,學士班,38,13,25,17,4,13
107,1016,銘傳大學,新媒體暨傳播管理學系,碩士班,1,0,1,2,0,2
107,1016,銘傳大學,會計學系,學士班,3,0,3,3,2,1
107,1016,銘傳大學,財務金融學系,學士班,5,3,2,4,3,1
107,1016,銘傳大學,經濟與金融學系,學士班,1,1,0,4,2,2
107,1016,銘傳大學,風險管理與保險學系,學士班,1,1,0,3,3,0
107,1016,銘傳大學,國際企業與貿易學士學位學程,學士班,3,1,2,0,0,0
107,1016,銘傳大學,企業管理學系,學士班,26,14,12,24,15,9
107,1016,銘傳大學,企業管理學系,碩士班,1,0,1,0,0,0
107,1016,銘傳大學,國際企業學系,學士班,31,16,15,11,6,5
107,1016,銘傳大學,國際企業學系,碩士班,1,0,1,0,0,0
107,1016,銘傳大學,醫療資訊與管理學系,學士班,0,0,0,2,2,0
107,1016,銘傳大學,醫療資訊與管理學系健康產業管理碩士班,碩士班,1,1,0,0,0,0
107,1016,銘傳大學,公共事務學系,學士班,0,0,0,4,3,1
107,1016,銘傳大學,廣告暨策略行銷學系,學士班,23,5,18,29,12,17
107,1016,銘傳大學,時尚創意管理學士學位學程,學士班,1,1,0,1,0,1
107,1016,銘傳大學,財金法律學系,學士班,1,1,0,1,1,0
107,1016,銘傳大學,生物科技學系,學士班,2,1,1,2,0,2
107,1016,銘傳大學,資訊管理學系,學士班,6,6,0,13,11,2
107,1016,銘傳大學,資訊傳播工程學系,學士班,1,1,0,4,3,1
107,1016,銘傳大學,電腦與通訊工程學系,學士班,1,1,0,3,3,0
107,1016,銘傳大學,資訊工程學系,學士班,0,0,0,7,5,2
107,1016,銘傳大學,生物醫學工程學系,學士班,0,0,0,1,0,1
107,1016,銘傳大學,建築學系,學士班,7,6,1,9,7,2
107,1016,銘傳大學,都市規劃與防災學系,學士班,1,0,1,3,2,1
107,1016,銘傳大學,餐旅管理學系,學士班,24,2,22,31,15,16
107,1016,銘傳大學,旅遊與觀光學士學位學程,學士班,0,0,0,1,0,1
107,1016,銘傳大學,觀光事業學系,學士班,18,2,16,30,9,21
107,1016,銘傳大學,觀光事業學系,碩士班,1,1,0,0,0,0
107,1016,銘傳大學,休閒遊憩管理學系,學士班,6,2,4,9,4,5
107,1017,實踐大學,媒體傳達設計學系,學士班,4,1,3,18,7,11
107,1017,實踐大學,媒體傳達設計學系,碩士班,1,0,1,0,0,0
107,1017,實踐大學,電腦動畫學士學位學程,學士班,0,0,0,1,0,1
107,1017,實踐大學,資訊模擬與設計學系,學士班,1,1,0,23,16,7
107,1017,實踐大學,時尚設計學系,學士班,7,0,7,38,7,31
107,1017,實踐大學,工業產品設計學系,學士班,2,1,1,8,4,4
107,1017,實踐大學,工業產品設計學系,碩士班,1,1,0,0,0,0
107,1017,實踐大學,服裝設計學系,學士班,8,0,8,9,3,6
107,1017,實踐大學,服裝設計學系,碩士班,0,0,0,3,1,2
107,1017,實踐大學,服飾設計與經營學系,學士班,15,0,15,25,5,20
107,1017,實踐大學,音樂學系,學士班,6,2,4,9,8,1
107,1017,實踐大學,應用外語學系,學士班,4,1,3,8,1,7
107,1017,實踐大學,應用英語學系,學士班,0,0,0,5,3,2
107,1017,實踐大學,應用日文學系,學士班,0,0,0,7,2,5
107,1017,實踐大學,應用中文學系,學士班,1,1,0,4,2,2
107,1017,實踐大學,會計學系,學士班,1,0,1,3,2,1
107,1017,實踐大學,財務金融學系,學士班,0,0,0,1,1,0
107,1017,實踐大學,風險管理與保險學系,學士班,0,0,0,1,1,0
107,1017,實踐大學,企業管理學系,學士班,5,1,4,9,8,1
107,1017,實踐大學,國際企業管理學系,學士班,0,0,0,8,6,2
107,1017,實踐大學,管理學院國際企業英語學士學位學程,學士班,1,1,0,0,0,0
107,1017,實踐大學,國際貿易學系,學士班,3,1,2,1,1,0
107,1017,實踐大學,國際經營與貿易學系,學士班,5,3,2,3,3,0
107,1017,實踐大學,行銷管理學系,學士班,2,1,1,1,1,0
107,1017,實踐大學,管理學院創意產業博士班,博士班,1,0,1,0,0,0
107,1017,實踐大學,食品營養與保健生技學系,學士班,3,0,3,4,3,1
107,1017,實踐大學,食品營養與保健生技學系,碩士班,0,0,0,2,1,1
107,1017,實踐大學,資訊科技與管理學系,學士班,0,0,0,6,3,3
107,1017,實踐大學,資訊管理學系,學士班,0,0,0,1,1,0
107,1017,實踐大學,資訊科技與通訊學系,學士班,0,0,0,9,9,0
107,1017,實踐大學,建築設計學系,學士班,1,0,1,14,5,9
107,1017,實踐大學,建築設計學系三年班,碩士班,1,1,0,1,1,0
107,1017,實踐大學,家庭研究與兒童發展學系,學士班,4,1,3,11,1,10
107,1017,實踐大學,社會工作學系,學士班,2,0,2,16,10,6
107,1017,實踐大學,餐飲管理學系,學士班,21,6,15,20,11,9
107,1017,實踐大學,餐飲管理學系餐飲產業創新碩士班,碩士班,0,0,0,1,1,0
107,1017,實踐大學,觀光管理學系,學士班,11,4,7,17,6,11
107,1017,實踐大學,休閒產業管理學系,學士班,0,0,0,8,7,1
107,1018,朝陽科技大學,視覺傳達設計系,學士班,3,0,3,17,5,12
107,1018,朝陽科技大學,視覺傳達設計系,碩士班,0,0,0,2,1,1
107,1018,朝陽科技大學,視覺傳達設計系_香港二技專班,學士班,0,0,0,4,2,2
107,1018,朝陽科技大學,工業設計系,學士班,0,0,0,2,1,1
107,1018,朝陽科技大學,應用英語系,學士班,1,0,1,7,5,2
107,1018,朝陽科技大學,應用英語系,碩士班,0,0,0,1,0,1
107,1018,朝陽科技大學,傳播藝術系,學士班,7,2,5,29,15,14
107,1018,朝陽科技大學,傳播藝術系_香港二技專班,學士班,0,0,0,7,7,0
107,1018,朝陽科技大學,企業管理系,學士班,3,2,1,8,6,2
107,1018,朝陽科技大學,行銷與流通管理系,學士班,2,1,1,1,1,0
107,1018,朝陽科技大學,銀髮產業管理系,學士班,1,0,1,0,0,0
107,1018,朝陽科技大學,資訊與通訊系,學士班,0,0,0,4,4,0
107,1018,朝陽科技大學,資訊管理系,學士班,0,0,0,9,8,1
107,1018,朝陽科技大學,資訊管理系,碩士班,0,0,0,1,1,0
107,1018,朝陽科技大學,環境工程與管理系,學士班,0,0,0,1,1,0
107,1018,朝陽科技大學,資訊工程系,學士班,0,0,0,2,2,0
107,1018,朝陽科技大學,工業工程與管理系,學士班,1,1,0,1,1,0
107,1018,朝陽科技大學,建築系,學士班,6,2,4,7,2,5
107,1018,朝陽科技大學,景觀及都市設計系,學士班,0,0,0,2,1,1
107,1018,朝陽科技大學,景觀及都市設計系,碩士班,1,0,1,0,0,0
107,1018,朝陽科技大學,營建工程系,學士班,0,0,0,1,1,0
107,1018,朝陽科技大學,幼兒保育系,學士班,2,0,2,12,4,8
107,1018,朝陽科技大學,社會工作系,學士班,0,0,0,10,8,2
107,1018,朝陽科技大學,社會工作系,碩士班,0,0,0,2,1,1
107,1018,朝陽科技大學,休閒事業管理系,學士班,1,1,0,8,4,4
107,1019,高雄醫學大學,心理學系,學士班,6,1,5,7,2,5
107,1019,高雄醫學大學,心理學系,碩士班,2,1,1,4,3,1
107,1019,高雄醫學大學,醫務管理暨醫療資訊學系,學士班,1,1,0,6,4,2
107,1019,高雄醫學大學,生物醫學暨環境生物學系,學士班,3,0,3,1,1,0
107,1019,高雄醫學大學,生物科技學系,學士班,3,1,2,2,1,1
107,1019,高雄醫學大學,醫藥暨應用化學系,學士班,5,3,2,5,4,1
107,1019,高雄醫學大學,生物醫學工程博士學位學程,博士班,1,1,0,0,0,0
107,1019,高雄醫學大學,牙醫學系,學士班,13,4,9,1,0,1
107,1019,高雄醫學大學,牙醫學系,博士班,0,0,0,1,0,1
107,1019,高雄醫學大學,口腔衛生學系,學士班,1,1,0,0,0,0
107,1019,高雄醫學大學,口腔衛生學系,碩士班,1,1,0,0,0,0
107,1019,高雄醫學大學,醫學系,學士班,61,29,32,18,7,11
107,1019,高雄醫學大學,醫學研究所,碩士班,0,0,0,1,0,1
107,1019,高雄醫學大學,醫學研究所,博士班,1,1,0,0,0,0
107,1019,高雄醫學大學,臨床醫學研究所,博士班,3,2,1,0,0,0
107,1019,高雄醫學大學,護理學系,學士班,1,0,1,6,1,5
107,1019,高雄醫學大學,醫學檢驗生物技術學系,學士班,4,0,4,3,1,2
107,1019,高雄醫學大學,醫學檢驗生物技術學系,碩士班,1,0,1,0,0,0
107,1019,高雄醫學大學,醫學影像暨放射科學系,學士班,2,1,1,5,0,5
107,1019,高雄醫學大學,物理治療學系,學士班,10,1,9,9,4,5
107,1019,高雄醫學大學,物理治療學系,碩士班,1,1,0,0,0,0
107,1019,高雄醫學大學,職能治療學系,學士班,6,1,5,11,3,8
107,1019,高雄醫學大學,運動醫學系,學士班,8,4,4,4,3,1
107,1019,高雄醫學大學,運動醫學系,碩士班,1,1,0,0,0,0
107,1019,高雄醫學大學,藥學系,學士班,21,8,13,8,5,3
107,1019,高雄醫學大學,藥學系,碩士班,0,0,0,1,1,0
107,1019,高雄醫學大學,香粧品學系,學士班,8,1,7,1,0,1
107,1019,高雄醫學大學,公共衛生學系,學士班,0,0,0,3,0,3
107,1019,高雄醫學大學,公共衛生學系,碩士班,0,0,0,1,1,0
107,1019,高雄醫學大學,呼吸治療學系,學士班,3,0,3,4,3,1
107,1019,高雄醫學大學,醫學社會學與社會工作學系,學士班,0,0,0,3,2,1
107,1019,高雄醫學大學,醫學社會學與社會工作學系,碩士班,3,0,3,0,0,0
107,1020,南華大學,幼兒教育學系,學士班,4,0,4,6,0,6
107,1020,南華大學,幼兒教育學系,碩士班,1,0,1,0,0,0
107,1020,南華大學,視覺藝術與設計學系,學士班,1,1,0,1,0,1
107,1020,南華大學,產品與室內設計學系,學士班,0,0,0,1,1,0
107,1020,南華大學,民族音樂學系,學士班,2,1,1,3,1,2
107,1020,南華大學,生死學系,學士班,6,3,3,4,0,4
107,1020,南華大學,傳播學系,學士班,1,1,0,2,2,0
107,1020,南華大學,財務金融學系,學士班,2,1,1,0,0,0
107,1020,南華大學,企業管理學系,學士班,5,3,2,0,0,0
107,1020,南華大學,文化創意事業管理學系,學士班,1,1,0,0,0,0
107,1020,南華大學,自然生物科技學系,學士班,1,1,0,0,0,0
107,1020,南華大學,科技學院永續綠色科技碩士學位學程,碩士班,1,1,0,0,0,0
107,1020,南華大學,資訊管理學系,學士班,0,0,0,1,1,0
107,1020,南華大學,建築與景觀學系,學士班,1,0,1,1,1,0
107,1020,南華大學,自然生物科技學系自然療癒碩士班,碩士班,0,0,0,1,0,1
107,1020,南華大學,旅遊管理學系,學士班,1,1,0,4,0,4
107,1021,真理大學,音樂應用學系,學士班,1,1,0,3,2,1
107,1021,真理大學,英美語文學系,學士班,0,0,0,3,2,1
107,1021,真理大學,應用日語學系,學士班,1,1,0,9,5,4
107,1021,真理大學,台灣文學系,學士班,0,0,0,1,1,0
107,1021,真理大學,經濟學系,學士班,0,0,0,1,1,0
107,1021,真理大學,運動資訊傳播學系,學士班,0,0,0,4,4,0
107,1021,真理大學,會計資訊學系,學士班,0,0,0,1,0,1
107,1021,真理大學,財務金融學系,學士班,0,0,0,1,1,0
107,1021,真理大學,企業管理學系,學士班,2,1,1,4,4,0
107,1021,真理大學,觀光事業學系,學士班,3,1,2,3,2,1
107,1021,真理大學,觀光數位知識學系,學士班,1,0,1,1,0,1
107,1021,真理大學,運動管理學系,學士班,3,3,0,8,8,0
107,1022,大同大學,媒體設計學系,學士班,2,1,1,8,6,2
107,1022,大同大學,工業設計學系,學士班,0,0,0,9,6,3
107,1022,大同大學,應用外語學系,學士班,1,0,1,1,1,0
107,1022,大同大學,事業經營學系,學士班,0,0,0,1,1,0
107,1022,大同大學,資訊經營學系,學士班,0,0,0,1,0,1
107,1022,大同大學,資訊工程學系,學士班,0,0,0,3,3,0
107,1022,大同大學,機械工程學系,學士班,1,1,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,視覺傳達設計系,學士班,7,4,3,13,6,7
107,1023,南臺學校財團法人南臺科技大學,創新產品設計系,學士班,0,0,0,1,0,1
107,1023,南臺學校財團法人南臺科技大學,創新產品設計系_香港二技專班,學士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,流行音樂產業系,學士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,應用英語系,學士班,3,0,3,4,1,3
107,1023,南臺學校財團法人南臺科技大學,應用英語系,碩士班,2,0,2,1,1,0
107,1023,南臺學校財團法人南臺科技大學,應用日語系,學士班,0,0,0,2,2,0
107,1023,南臺學校財團法人南臺科技大學,應用日語系,碩士班,0,0,0,1,0,1
107,1023,南臺學校財團法人南臺科技大學,資訊傳播系,學士班,5,1,4,1,1,0
107,1023,南臺學校財團法人南臺科技大學,資訊傳播系,碩士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,資訊傳播系_香港二技專班,學士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,會計資訊系,學士班,1,0,1,1,0,1
107,1023,南臺學校財團法人南臺科技大學,國際金融學士學位學程,學士班,1,1,0,0,0,0
107,1023,南臺學校財團法人南臺科技大學,企業管理系,學士班,5,2,3,1,1,0
107,1023,南臺學校財團法人南臺科技大學,企業管理系,碩士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,國際企業系,碩士班,1,0,1,0,0,0
107,1023,南臺學校財團法人南臺科技大學,國際商務學士學位學程,學士班,0,0,0,2,2,0
107,1023,南臺學校財團法人南臺科技大學,商管專業學院碩士班,碩士班,0,0,0,1,0,1
107,1023,南臺學校財團法人南臺科技大學,生物科技系,學士班,0,0,0,3,3,0
107,1023,南臺學校財團法人南臺科技大學,資訊管理系,學士班,0,0,0,3,3,0
107,1023,南臺學校財團法人南臺科技大學,資訊工程系,學士班,0,0,0,1,1,0
107,1023,南臺學校財團法人南臺科技大學,多媒體與電腦娛樂科學系,學士班,1,1,0,12,10,2
107,1023,南臺學校財團法人南臺科技大學,多媒體與電腦娛樂科學系,碩士班,0,0,0,2,1,1
107,1023,南臺學校財團法人南臺科技大學,化學工程與材料工程系,學士班,0,0,0,2,2,0
107,1023,南臺學校財團法人南臺科技大學,機械工程系,學士班,1,1,0,2,2,0
107,1023,南臺學校財團法人南臺科技大學,高齡服務學士學位學程,學士班,0,0,0,1,0,1
107,1023,南臺學校財團法人南臺科技大學,幼兒保育系,學士班,2,0,2,0,0,0
107,1023,南臺學校財團法人南臺科技大學,餐旅管理系,學士班,7,3,4,9,6,3
107,1023,南臺學校財團法人南臺科技大學,休閒事業管理系,學士班,1,1,0,2,1,1
107,1023,南臺學校財團法人南臺科技大學,休閒事業管理系,碩士班,0,0,0,1,0,1
107,1024,崑山科技大學,視訊傳播設計系,學士班,1,1,0,6,3,3
107,1024,崑山科技大學,視訊傳播設計系_香港二技專班,學士班,0,0,0,1,1,0
107,1024,崑山科技大學,視訊傳播設計系媒體藝術碩士班,碩士班,0,0,0,2,0,2
107,1024,崑山科技大學,視覺傳達設計系,學士班,1,0,1,2,1,1
107,1024,崑山科技大學,視覺傳達設計系,碩士班,0,0,0,2,1,1
107,1024,崑山科技大學,空間設計系,學士班,1,1,0,1,1,0
107,1024,崑山科技大學,空間設計系_香港二技專班,學士班,0,0,0,1,0,1
107,1024,崑山科技大學,會計資訊系,學士班,0,0,0,1,1,0
107,1024,崑山科技大學,金融管理系,學士班,1,1,0,0,0,0
107,1024,崑山科技大學,公共關係暨廣告系,學士班,1,1,0,3,1,2
107,1024,崑山科技大學,資訊工程系,學士班,0,0,0,1,1,0
107,1024,崑山科技大學,環境工程系,學士班,1,1,0,0,0,0
107,1024,崑山科技大學,電子工程系_機電整合僑生專班,學士班,37,25,12,0,0,0
107,1024,崑山科技大學,餐飲管理及廚藝系,學士班,3,3,0,7,4,3
107,1024,崑山科技大學,旅遊文化系,學士班,0,0,0,1,0,1
107,1024,崑山科技大學,休閒遊憩與運動管理系,學士班,1,1,0,2,1,1
107,1025,嘉藥學校財團法人嘉南藥理大學,生物科技系,學士班,0,0,0,2,2,0
107,1025,嘉藥學校財團法人嘉南藥理大學,保健營養系,學士班,1,0,1,4,2,2
107,1025,嘉藥學校財團法人嘉南藥理大學,環境資源管理系,學士班,0,0,0,1,1,0
107,1025,嘉藥學校財團法人嘉南藥理大學,資訊多媒體應用系,學士班,0,0,0,1,0,1
107,1025,嘉藥學校財團法人嘉南藥理大學,環境工程與科學系,學士班,0,0,0,1,1,0
107,1025,嘉藥學校財團法人嘉南藥理大學,藥學系,學士班,9,4,5,5,2,3
107,1025,嘉藥學校財團法人嘉南藥理大學,醫藥化學系,學士班,0,0,0,1,0,1
107,1025,嘉藥學校財團法人嘉南藥理大學,嬰幼兒保育系,學士班,0,0,0,1,0,1
107,1025,嘉藥學校財團法人嘉南藥理大學,社會工作系,學士班,0,0,0,3,2,1
107,1025,嘉藥學校財團法人嘉南藥理大學,化粧品應用與管理系,學士班,2,1,1,8,1,7
107,1025,嘉藥學校財團法人嘉南藥理大學,餐旅管理系,學士班,0,0,0,12,8,4
107,1025,嘉藥學校財團法人嘉南藥理大學,觀光事業管理系,學士班,0,0,0,1,1,0
107,1025,嘉藥學校財團法人嘉南藥理大學,休閒保健管理系,學士班,1,0,1,0,0,0
107,1025,嘉藥學校財團法人嘉南藥理大學,運動管理系,學士班,0,0,0,1,1,0
107,1025,嘉藥學校財團法人嘉南藥理大學,職業安全衛生系,學士班,0,0,0,1,1,0
107,1026,樹德科技大學,視覺傳達設計系,學士班,11,5,6,14,3,11
107,1026,樹德科技大學,視覺傳達設計系_香港二技專班,學士班,0,0,0,2,1,1
107,1026,樹德科技大學,流行設計系,學士班,16,3,13,24,5,19
107,1026,樹德科技大學,應用設計研究所,碩士班,1,1,0,0,0,0
107,1026,樹德科技大學,動畫與遊戲設計系,學士班,14,10,4,18,9,9
107,1026,樹德科技大學,生活產品設計系,學士班,2,0,2,8,3,5
107,1026,樹德科技大學,室內設計系,學士班,8,3,5,4,4,0
107,1026,樹德科技大學,建築與室內設計研究所,碩士班,1,1,0,0,0,0
107,1026,樹德科技大學,表演藝術系,學士班,20,3,17,41,19,22
107,1026,樹德科技大學,藝術管理與藝術經紀系,學士班,5,0,5,9,2,7
107,1026,樹德科技大學,應用外語系,學士班,3,1,2,3,2,1
107,1026,樹德科技大學,金融管理系,學士班,0,0,0,1,1,0
107,1026,樹德科技大學,企業管理系,學士班,1,1,0,2,2,0
107,1026,樹德科技大學,流通管理系,學士班,1,1,0,0,0,0
107,1026,樹德科技大學,會議展覽與國際行銷學位學程,學士班,2,0,2,0,0,0
107,1026,樹德科技大學,行銷管理系,學士班,2,1,1,2,1,1
107,1026,樹德科技大學,資訊管理系,學士班,0,0,0,1,1,0
107,1026,樹德科技大學,資訊工程系,學士班,2,2,0,0,0,0
107,1026,樹德科技大學,兒童與家庭服務系,學士班,3,0,3,1,0,1
107,1026,樹德科技大學,餐旅與烘焙管理系,學士班,0,0,0,1,0,1
107,1026,樹德科技大學,休閒與觀光管理系,學士班,1,0,1,6,1,5
107,1026,樹德科技大學,休閒遊憩與運動管理系,學士班,4,3,1,11,9,2
107,1026,樹德科技大學,人類性學研究所,碩士班,0,0,0,1,1,0
107,1027,慈濟學校財團法人慈濟大學,東方語文學系,學士班,1,1,0,0,0,0
107,1027,慈濟學校財團法人慈濟大學,人類發展與心理學系,學士班,7,1,6,2,0,2
107,1027,慈濟學校財團法人慈濟大學,人類發展與心理學系,碩士班,0,0,0,1,0,1
107,1027,慈濟學校財團法人慈濟大學,傳播學系,學士班,13,5,8,1,0,1
107,1027,慈濟學校財團法人慈濟大學,生命科學系,學士班,0,0,0,1,1,0
107,1027,慈濟學校財團法人慈濟大學,生命科學系,碩士班,1,0,1,0,0,0
107,1027,慈濟學校財團法人慈濟大學,分子生物暨人類遺傳學系,學士班,2,1,1,1,1,0
107,1027,慈濟學校財團法人慈濟大學,醫學資訊學系,學士班,2,2,0,1,1,0
107,1027,慈濟學校財團法人慈濟大學,醫學系,學士班,9,4,5,3,1,2
107,1027,慈濟學校財團法人慈濟大學,醫學系生物化學碩士班,碩士班,0,0,0,1,1,0
107,1027,慈濟學校財團法人慈濟大學,醫學科學研究所,博士班,1,1,0,0,0,0
107,1027,慈濟學校財團法人慈濟大學,護理學系,學士班,8,5,3,5,2,3
107,1027,慈濟學校財團法人慈濟大學,醫學檢驗生物技術學系,學士班,5,3,2,4,3,1
107,1027,慈濟學校財團法人慈濟大學,醫學檢驗生物技術學系醫學生物技術碩士班,碩士班,1,1,0,0,0,0
