University_Code,University_Name,County,Type,Degree,Total_Students,Male,Female,FirstYear_Male,FirstYear_Female,SecondYear_Male,SecondYear_Female,ThirdYear_Male,ThirdYear_Female,FourthYear_Male,FourthYear_Female,FifthYear_Male,FifthYear_Female,SixthYear_Male,SixthYear_Female,SeventhYear_Male,SeventhYear_Female,Supersenior_Male,Supersenior_Female
49,國立臺灣體育運動大學,19 臺中市,日間部學制,學士班,2371,1363,1008,349,242,299,254,304,234,303,222,0,0,0,0,0,0,108,56
49,國立臺灣體育運動大學,19 臺中市,進修部學制,碩士班,117,67,50,21,20,22,17,12,10,8,1,1,2,2,0,1,0,0,0
49,國立臺灣體育運動大學,19 臺中市,進修學士班,學士班,374,269,105,78,21,52,28,63,27,59,26,0,0,0,0,0,0,17,3
50,國立臺中科技大學,19 臺中市,日間部學制,碩士班,400,176,224,79,98,70,87,15,25,12,14,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,5355,1637,3718,417,883,392,899,364,917,402,947,0,0,0,0,0,0,62,72
50,國立臺中科技大學,19 臺中市,日間部學制,學士班,1434,305,1129,0,0,0,0,138,525,145,545,0,0,0,0,0,0,22,59
50,國立臺中科技大學,19 臺中市,日間部學制,副學士,3453,839,2614,218,550,174,525,158,492,134,473,117,530,0,0,0,0,38,44
50,國立臺中科技大學,19 臺中市,進修部學制,碩士班,201,91,110,43,52,37,47,9,6,2,5,0,0,0,0,0,0,0,0
50,國立臺中科技大學,19 臺中市,進修部在職專班,學士班,2148,702,1446,187,362,161,363,147,363,167,281,0,0,0,0,0,0,40,77
50,國立臺中科技大學,19 臺中市,進修部在職專班,學士班,375,112,263,0,0,0,0,50,112,50,126,0,0,0,0,0,0,12,25
50,國立臺中科技大學,19 臺中市,進修部在職專班,副學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,國立臺北商業大學,30 臺北市,日間部學制,博士班,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,日間部學制,碩士班,256,98,158,38,68,51,77,8,10,1,3,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,2454,748,1706,195,423,188,398,183,443,166,412,0,0,0,0,0,0,16,30
51,國立臺北商業大學,30 臺北市,日間部學制,學士班,773,181,592,0,0,0,0,93,270,83,299,0,0,0,0,0,0,5,23
51,國立臺北商業大學,30 臺北市,日間部學制,副學士,1828,500,1328,96,260,115,229,90,266,77,265,97,274,0,0,0,0,25,34
51,國立臺北商業大學,30 臺北市,進修部學制,碩士班,44,21,23,12,12,7,8,2,3,0,0,0,0,0,0,0,0,0,0
51,國立臺北商業大學,30 臺北市,進修部在職專班,學士班,736,242,494,82,152,57,119,52,104,36,105,0,0,0,0,0,0,15,14
51,國立臺北商業大學,30 臺北市,進修部在職專班,學士班,667,195,472,0,0,0,0,109,220,70,224,0,0,0,0,0,0,16,28
52,國立屏東大學,13 屏東縣,日間部學制,博士班,48,21,27,5,5,3,5,4,5,4,2,1,7,2,2,2,1,0,0
52,國立屏東大學,13 屏東縣,日間部學制,碩士班,832,342,490,108,189,113,144,79,76,41,79,1,2,0,0,0,0,0,0
52,國立屏東大學,13 屏東縣,日間部學制,學士班,6658,2712,3946,652,924,629,970,649,972,662,965,0,0,0,0,0,0,120,115
52,國立屏東大學,13 屏東縣,進修部學制,碩士班,677,228,449,88,152,78,119,39,94,12,52,10,32,1,0,0,0,0,0
52,國立屏東大學,13 屏東縣,進修學士班,學士班,749,339,410,88,138,95,84,80,79,56,86,0,0,0,0,0,0,20,23
53,國立高雄科技大學,50 高雄市,日間部學制,博士班,548,447,101,91,28,75,13,72,20,53,19,60,13,41,3,55,5,0,0
53,國立高雄科技大學,50 高雄市,日間部學制,碩士班,2409,1613,796,679,326,704,292,156,123,71,54,3,1,0,0,0,0,0,0
53,國立高雄科技大學,50 高雄市,日間部學制,學士班,17287,10636,6651,2574,1664,2628,1547,2510,1613,2473,1668,0,0,0,0,0,0,451,159
53,國立高雄科技大學,50 高雄市,日間部學制,學士班,402,250,152,0,0,0,0,107,65,109,76,0,0,0,0,0,0,34,11
53,國立高雄科技大學,50 高雄市,日間部學制,副學士,701,583,118,150,33,181,35,80,18,78,16,78,15,0,0,0,0,16,1
53,國立高雄科技大學,50 高雄市,進修部學制,碩士班,2132,1422,710,596,347,520,276,149,38,92,25,35,18,30,6,0,0,0,0
53,國立高雄科技大學,50 高雄市,進修部在職專班,學士班,3703,2507,1196,679,342,588,306,602,261,470,232,0,0,0,0,0,0,168,55
53,國立高雄科技大學,50 高雄市,進修部在職專班,學士班,119,69,50,0,0,0,0,24,24,42,23,0,0,0,0,0,0,3,3
144,國立臺灣戲曲學院,30 臺北市,日間部學制,學士班,576,191,385,44,100,49,92,40,93,43,89,0,0,0,0,0,0,15,11
144,國立臺灣戲曲學院,30 臺北市,進修部在職專班,學士班,19,9,10,0,0,0,0,4,3,5,7,0,0,0,0,0,0,0,0
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,117,6,111,4,52,2,58,0,0,0,0,0,0,0,0,0,0,0,1
221,國立臺南護理專科學校,21 臺南市,日間部學制,副學士,1797,135,1662,34,330,29,322,29,333,19,328,22,331,0,0,0,0,2,18
221,國立臺南護理專科學校,21 臺南市,進修部在職專班,副學士,25,2,23,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,589,434,155,218,76,199,78,0,0,0,0,0,0,0,0,0,0,17,1
222,國立臺東專科學校,14 臺東縣,日間部學制,副學士,414,187,227,34,21,23,34,27,56,35,58,55,50,0,0,0,0,13,8
222,國立臺東專科學校,14 臺東縣,進修部在職專班,副學士,117,68,49,45,30,20,13,0,0,0,0,0,0,0,0,0,0,3,6
1001,東海大學,19 臺中市,日間部學制,博士班,264,153,111,23,25,29,17,26,15,18,13,23,15,15,8,19,18,0,0
1001,東海大學,19 臺中市,日間部學制,碩士班,1234,614,620,228,247,179,176,116,119,85,75,2,0,4,3,0,0,0,0
1001,東海大學,19 臺中市,日間部學制,學士班,12993,5742,7251,1308,1851,1394,1794,1369,1687,1351,1686,19,15,0,0,0,0,301,218
1001,東海大學,19 臺中市,進修部學制,碩士班,741,359,382,128,142,107,113,38,52,33,27,28,24,25,24,0,0,0,0
1001,東海大學,19 臺中市,進修學士班,學士班,519,266,253,37,40,59,54,51,51,54,48,34,46,0,0,0,0,31,14
1002,輔仁大學,01 新北市,日間部學制,博士班,429,236,193,47,35,38,32,40,34,33,23,29,26,22,21,27,22,0,0
1002,輔仁大學,01 新北市,日間部學制,碩士班,2008,842,1166,312,443,262,341,164,205,101,173,1,1,2,3,0,0,0,0
1002,輔仁大學,01 新北市,日間部學制,學士班,17528,7402,10126,1669,2382,1733,2524,1743,2390,1733,2413,33,18,27,19,3,1,461,379
1002,輔仁大學,01 新北市,進修部學制,碩士班,1412,583,829,228,314,194,273,64,109,33,55,34,41,29,37,1,0,0,0
1002,輔仁大學,01 新北市,進修部在職專班,學士班,60,1,59,0,0,0,0,0,33,1,26,0,0,0,0,0,0,0,0
1002,輔仁大學,01 新北市,進修學士班,學士班,4272,1643,2629,410,642,355,604,341,552,352,590,0,0,0,0,0,0,185,241
1003,東吳大學,30 臺北市,日間部學制,博士班,121,64,57,10,12,7,5,11,8,11,9,7,9,9,8,9,6,0,0
1003,東吳大學,30 臺北市,日間部學制,碩士班,1252,541,711,162,241,165,190,108,140,102,133,4,7,0,0,0,0,0,0
1003,東吳大學,30 臺北市,日間部學制,學士班,11810,4648,7162,1094,1705,1047,1603,1037,1698,1044,1685,122,126,0,0,0,0,304,345
1003,東吳大學,30 臺北市,進修部學制,碩士班,1194,553,641,152,197,108,160,106,92,59,82,73,54,55,56,0,0,0,0
1003,東吳大學,30 臺北市,進修學士班,學士班,1066,365,701,101,165,87,128,63,122,59,136,39,121,0,0,0,0,16,29
1004,中原大學,03 桃園市,日間部學制,博士班,362,248,114,53,25,56,22,27,21,42,18,25,11,23,8,22,9,0,0
1004,中原大學,03 桃園市,日間部學制,碩士班,1591,912,679,401,287,337,220,113,91,60,79,1,1,0,1,0,0,0,0
1004,中原大學,03 桃園市,日間部學制,學士班,13421,7183,6238,1615,1521,1666,1479,1702,1404,1576,1447,72,89,0,0,0,0,552,298
1004,中原大學,03 桃園市,進修部學制,碩士班,843,501,342,164,136,135,120,87,37,53,16,35,16,27,17,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,博士班,413,275,138,49,25,41,32,50,17,41,25,39,12,23,14,32,13,0,0
1005,淡江大學,01 新北市,日間部學制,碩士班,1671,976,695,402,250,340,237,150,123,84,85,0,0,0,0,0,0,0,0
1005,淡江大學,01 新北市,日間部學制,學士班,20273,10310,9963,2471,2333,2462,2394,2303,2379,2297,2458,31,28,0,0,0,0,746,371
1005,淡江大學,01 新北市,進修部學制,碩士班,849,443,406,147,139,159,139,51,48,41,33,22,24,23,23,0,0,0,0
1005,淡江大學,01 新北市,進修部在職專班,學士班,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005,淡江大學,01 新北市,進修學士班,學士班,1428,761,667,185,142,169,154,127,108,157,156,0,0,0,0,0,0,123,107
1006,中國文化大學,30 臺北市,日間部學制,博士班,529,336,193,40,23,38,18,38,28,44,21,36,28,41,25,99,50,0,0
1006,中國文化大學,30 臺北市,日間部學制,碩士班,1625,874,751,216,227,186,194,154,130,137,93,98,59,83,48,0,0,0,0
1006,中國文化大學,30 臺北市,日間部學制,學士班,20411,9930,10481,2368,2426,2178,2425,2131,2266,2183,2465,33,27,0,0,0,0,1037,872
1006,中國文化大學,30 臺北市,進修部學制,碩士班,720,281,439,66,107,67,128,49,63,38,55,31,52,30,34,0,0,0,0
1006,中國文化大學,30 臺北市,進修部在職專班,學士班,159,51,108,0,0,0,0,18,32,27,62,0,13,0,0,0,0,6,1
1006,中國文化大學,30 臺北市,進修學士班,學士班,1742,763,979,243,295,145,227,118,177,122,162,0,0,0,0,0,0,135,118
1007,逢甲大學,19 臺中市,日間部學制,博士班,413,309,104,51,14,52,21,60,22,52,16,37,15,23,11,34,5,0,0
1007,逢甲大學,19 臺中市,日間部學制,碩士班,1505,1021,484,436,211,403,201,133,46,48,26,1,0,0,0,0,0,0,0
1007,逢甲大學,19 臺中市,日間部學制,學士班,16756,10042,6714,2293,1722,2423,1671,2469,1583,2383,1564,62,58,0,0,0,0,412,116
1007,逢甲大學,19 臺中市,進修部學制,碩士班,1033,665,368,254,142,222,154,75,30,63,29,44,11,7,2,0,0,0,0
1007,逢甲大學,19 臺中市,進修學士班,學士班,837,505,332,108,60,117,86,114,72,110,78,0,0,0,0,0,0,56,36
1008,靜宜大學,06 臺中市,日間部學制,博士班,48,22,26,3,7,3,9,3,3,6,3,2,3,2,1,3,0,0,0
1008,靜宜大學,06 臺中市,日間部學制,碩士班,576,216,360,104,173,50,103,33,47,25,36,2,0,2,0,0,1,0,0
1008,靜宜大學,06 臺中市,日間部學制,學士班,11067,4197,6870,937,1686,996,1614,966,1633,954,1646,0,0,0,0,0,0,344,291
1008,靜宜大學,06 臺中市,進修部學制,碩士班,315,122,193,44,49,30,59,14,40,12,19,17,9,5,16,0,1,0,0
1008,靜宜大學,06 臺中市,進修學士班,學士班,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1009,長庚大學,03 桃園市,日間部學制,博士班,472,325,147,53,19,37,25,44,22,47,22,41,19,35,16,68,24,0,0
1009,長庚大學,03 桃園市,日間部學制,碩士班,1074,551,523,249,204,182,169,78,80,38,51,2,10,2,9,0,0,0,0
1009,長庚大學,03 桃園市,日間部學制,學士班,5095,2510,2585,557,606,558,591,567,613,507,563,88,51,98,54,24,30,111,77
1009,長庚大學,03 桃園市,進修部學制,碩士班,193,95,98,33,40,31,31,12,7,3,3,6,12,10,5,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,博士班,271,194,77,40,17,37,14,34,12,25,14,25,9,18,7,15,4,0,0
1010,元智大學,03 桃園市,日間部學制,碩士班,807,533,274,225,125,192,90,75,44,41,15,0,0,0,0,0,0,0,0
1010,元智大學,03 桃園市,日間部學制,學士班,7000,3956,3044,954,739,943,730,907,724,922,737,0,0,0,0,0,0,230,114
1010,元智大學,03 桃園市,進修部學制,碩士班,625,410,215,134,72,121,79,43,23,47,22,32,9,33,10,0,0,0,0
1011,中華大學,18 新竹市,日間部學制,博士班,87,61,26,12,5,9,6,8,5,6,3,11,2,9,4,6,1,0,0
1011,中華大學,18 新竹市,日間部學制,碩士班,438,263,175,146,122,68,31,33,11,16,10,0,1,0,0,0,0,0,0
1011,中華大學,18 新竹市,日間部學制,學士班,4397,2818,1579,688,354,722,412,455,287,632,417,23,23,0,0,0,0,298,86
1011,中華大學,18 新竹市,進修部學制,碩士班,162,106,56,61,38,26,12,8,2,10,4,1,0,0,0,0,0,0,0
1011,中華大學,18 新竹市,進修部在職專班,學士班,188,141,47,0,0,0,0,40,4,99,42,0,0,0,0,0,0,2,1
1011,中華大學,18 新竹市,進修學士班,學士班,199,131,68,60,30,21,9,12,4,21,18,0,0,0,0,0,0,17,7
1012,大葉大學,07 彰化縣,日間部學制,博士班,126,92,34,20,9,15,4,19,5,17,8,10,3,5,2,6,3,0,0
1012,大葉大學,07 彰化縣,日間部學制,碩士班,610,336,274,168,154,91,68,49,33,25,19,3,0,0,0,0,0,0,0
1012,大葉大學,07 彰化縣,日間部學制,學士班,7122,3755,3367,810,750,861,827,864,711,1007,948,0,0,0,0,0,0,213,131
1012,大葉大學,07 彰化縣,進修部學制,碩士班,376,140,236,91,171,32,42,5,13,7,4,2,3,3,3,0,0,0,0
1012,大葉大學,07 彰化縣,進修部在職專班,學士班,98,2,96,0,0,0,0,0,27,2,68,0,0,0,0,0,0,0,1
1012,大葉大學,07 彰化縣,進修學士班,學士班,834,458,376,117,98,71,63,88,85,144,114,0,0,0,0,0,0,38,16
1013,華梵大學,01 新北市,日間部學制,博士班,69,42,27,7,5,8,4,8,3,4,5,4,4,6,3,5,3,0,0
1013,華梵大學,01 新北市,日間部學制,碩士班,226,113,113,30,37,24,18,33,24,26,34,0,0,0,0,0,0,0,0
1013,華梵大學,01 新北市,日間部學制,學士班,1056,591,465,73,51,147,121,105,89,149,153,0,0,0,0,0,0,117,51
1013,華梵大學,01 新北市,進修部學制,碩士班,167,84,83,58,44,7,11,5,7,0,5,6,4,8,12,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,博士班,154,114,40,11,9,22,8,25,9,18,5,11,5,16,2,11,2,0,0
1014,義守大學,12 高雄市,日間部學制,碩士班,388,227,161,85,62,75,61,33,24,34,14,0,0,0,0,0,0,0,0
1014,義守大學,12 高雄市,日間部學制,學士班,12238,6148,6090,1581,1518,1417,1555,1316,1395,1415,1395,28,21,0,0,0,0,391,206
1014,義守大學,12 高雄市,進修部學制,碩士班,369,264,105,108,48,65,39,58,9,18,3,7,2,8,4,0,0,0,0
1014,義守大學,12 高雄市,進修部在職專班,學士班,181,36,145,0,0,0,0,17,62,18,78,0,0,0,0,0,0,1,5
1014,義守大學,12 高雄市,進修學士班,學士班,1603,1114,489,292,162,210,67,315,122,247,123,0,0,0,0,0,0,50,15
1015,世新大學,30 臺北市,日間部學制,博士班,102,49,53,9,13,12,11,10,5,4,6,5,7,2,5,7,6,0,0
1015,世新大學,30 臺北市,日間部學制,碩士班,545,257,288,99,118,66,81,48,53,44,36,0,0,0,0,0,0,0,0
1015,世新大學,30 臺北市,日間部學制,學士班,9548,3406,6142,864,1451,803,1479,767,1536,798,1509,0,0,0,0,0,0,174,167
1015,世新大學,30 臺北市,進修部學制,碩士班,744,396,348,116,97,107,109,43,53,51,39,32,21,47,29,0,0,0,0
1015,世新大學,30 臺北市,進修學士班,學士班,448,174,274,37,76,59,72,45,53,26,51,0,0,0,0,0,0,7,22
1016,銘傳大學,30 臺北市,日間部學制,博士班,74,31,43,7,9,3,9,4,6,8,7,6,4,1,4,2,4,0,0
1016,銘傳大學,30 臺北市,日間部學制,碩士班,711,298,413,114,169,94,134,50,64,40,46,0,0,0,0,0,0,0,0
1016,銘傳大學,30 臺北市,日間部學制,學士班,17200,6759,10441,1620,2562,1605,2448,1478,2498,1524,2503,31,22,0,0,0,0,501,408
1016,銘傳大學,30 臺北市,進修部學制,碩士班,806,371,435,126,154,129,170,50,63,31,25,26,7,9,16,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,博士班,25,8,17,1,6,2,2,2,5,1,2,2,1,0,1,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,碩士班,410,188,222,66,65,58,69,36,48,27,40,1,0,0,0,0,0,0,0
1017,實踐大學,30 臺北市,日間部學制,學士班,10867,3498,7369,835,1873,770,1778,781,1607,809,1797,18,29,0,0,0,0,285,285
1017,實踐大學,30 臺北市,進修部學制,碩士班,117,43,74,12,24,13,28,10,10,5,10,3,2,0,0,0,0,0,0
1017,實踐大學,30 臺北市,進修部在職專班,學士班,122,24,98,0,0,0,0,16,44,8,41,0,0,0,0,0,0,0,13
1017,實踐大學,30 臺北市,進修學士班,學士班,2014,644,1370,188,350,137,274,128,294,133,336,0,0,0,0,0,0,58,116
1018,朝陽科技大學,06 臺中市,日間部學制,博士班,113,81,32,24,11,14,8,12,4,12,2,11,2,5,1,3,4,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,碩士班,658,363,295,135,123,117,89,111,83,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,11259,4757,6502,1136,1571,1209,1669,1113,1514,1110,1594,0,0,0,0,0,0,189,154
1018,朝陽科技大學,06 臺中市,日間部學制,學士班,78,26,52,0,0,0,0,17,37,7,15,0,0,0,0,0,0,2,0
1018,朝陽科技大學,06 臺中市,進修部學制,碩士班,368,193,175,60,51,57,43,76,81,0,0,0,0,0,0,0,0,0,0
1018,朝陽科技大學,06 臺中市,進修部在職專班,學士班,2888,1536,1352,413,367,364,306,309,293,348,312,0,0,0,0,0,0,102,74
1019,高雄醫學大學,50 高雄市,日間部學制,博士班,321,171,150,38,35,24,28,28,31,30,28,23,11,20,11,8,6,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,碩士班,669,207,462,92,185,76,168,27,71,12,37,0,1,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,日間部學制,學士班,5259,2266,2993,500,679,469,708,471,661,466,689,145,107,148,88,1,0,66,61
1019,高雄醫學大學,50 高雄市,進修部學制,碩士班,213,79,134,34,51,25,60,8,14,8,8,4,1,0,0,0,0,0,0
1019,高雄醫學大學,50 高雄市,進修部在職專班,學士班,25,0,25,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,1
1020,南華大學,10 嘉義縣,日間部學制,博士班,46,28,18,7,5,7,4,4,6,5,1,2,1,2,0,1,1,0,0
1020,南華大學,10 嘉義縣,日間部學制,碩士班,621,255,366,106,175,91,121,34,41,23,26,1,3,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,日間部學制,學士班,4297,2050,2247,537,626,545,625,406,489,413,451,0,0,0,0,0,0,149,56
1020,南華大學,10 嘉義縣,進修部學制,碩士班,396,142,254,60,121,38,72,24,25,15,22,5,14,0,0,0,0,0,0
1020,南華大學,10 嘉義縣,進修學士班,學士班,330,204,126,70,34,42,25,44,30,34,31,0,0,0,0,0,0,14,6
1021,真理大學,01 新北市,日間部學制,碩士班,121,83,38,34,15,28,11,11,7,10,4,0,1,0,0,0,0,0,0
1021,真理大學,01 新北市,日間部學制,學士班,5345,2595,2750,661,720,618,788,510,472,579,665,0,0,0,0,0,0,227,105
1021,真理大學,01 新北市,進修部學制,碩士班,19,12,7,3,2,6,3,3,0,0,2,0,0,0,0,0,0,0,0
1021,真理大學,01 新北市,進修學士班,學士班,102,71,31,0,0,9,3,20,7,22,14,0,0,0,0,0,0,20,7
1022,大同大學,30 臺北市,日間部學制,博士班,109,65,44,16,7,9,13,12,4,8,6,5,5,9,6,6,3,0,0
1022,大同大學,30 臺北市,日間部學制,碩士班,289,230,59,89,26,93,28,31,4,17,1,0,0,0,0,0,0,0,0
1022,大同大學,30 臺北市,日間部學制,學士班,3572,2128,1444,528,331,509,354,473,363,490,357,0,0,0,0,0,0,128,39
1022,大同大學,30 臺北市,進修部學制,碩士班,197,146,51,37,10,35,16,26,10,24,8,24,7,0,0,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,博士班,99,77,22,15,5,18,7,15,4,10,2,3,2,7,1,9,1,0,0
1023,南臺科技大學,11 臺南市,日間部學制,碩士班,847,487,360,204,139,165,112,68,47,30,39,15,17,5,6,0,0,0,0
1023,南臺科技大學,11 臺南市,日間部學制,學士班,12720,7186,5534,1767,1327,1712,1381,1697,1318,1647,1327,0,0,0,0,0,0,363,181
1023,南臺科技大學,11 臺南市,日間部學制,學士班,123,39,84,0,0,0,0,6,32,31,49,0,0,0,0,0,0,2,3
1023,南臺科技大學,11 臺南市,日間部學制,副學士,177,160,17,63,8,67,6,0,0,10,2,18,1,0,0,0,0,2,0
1023,南臺科技大學,11 臺南市,進修部學制,碩士班,356,177,179,74,71,51,77,25,17,12,6,12,3,3,5,0,0,0,0
1023,南臺科技大學,11 臺南市,進修部在職專班,學士班,4116,2587,1529,686,406,598,357,549,332,571,327,0,0,0,0,0,0,183,107
1023,南臺科技大學,11 臺南市,進修部在職專班,學士班,125,56,69,0,0,0,0,14,35,38,28,0,0,0,0,0,0,4,6
1024,崑山科技大學,11 臺南市,日間部學制,博士班,37,29,8,5,3,6,1,5,3,5,1,3,0,3,0,2,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,碩士班,327,200,127,104,67,72,45,15,12,9,3,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,日間部學制,學士班,7588,4536,3052,1147,798,1114,798,980,669,1002,669,0,0,0,0,0,0,293,118
1024,崑山科技大學,11 臺南市,日間部學制,學士班,22,16,6,0,0,0,0,16,5,0,1,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,進修部學制,碩士班,162,114,48,64,21,44,23,3,1,3,3,0,0,0,0,0,0,0,0
1024,崑山科技大學,11 臺南市,進修部在職專班,學士班,2927,1951,976,485,236,410,172,424,260,474,254,0,0,0,0,0,0,158,54
1024,崑山科技大學,11 臺南市,進修部在職專班,學士班,207,122,85,0,0,0,0,63,58,57,27,0,0,0,0,0,0,2,0
1025,嘉南藥理大學,11 臺南市,日間部學制,碩士班,205,96,109,39,53,42,47,14,9,1,0,0,0,0,0,0,0,0,0
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,10134,4236,5898,930,1413,957,1459,1082,1373,1097,1547,0,0,0,0,0,0,170,106
1025,嘉南藥理大學,11 臺南市,日間部學制,學士班,99,15,84,0,0,0,0,8,34,7,49,0,0,0,0,0,0,0,1
1025,嘉南藥理大學,11 臺南市,日間部學制,副學士,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1025,嘉南藥理大學,11 臺南市,進修部學制,碩士班,229,97,132,45,64,37,54,12,6,3,6,0,1,0,1,0,0,0,0
1025,嘉南藥理大學,11 臺南市,進修部在職專班,學士班,2156,1049,1107,351,323,214,246,209,244,190,230,0,0,0,0,0,0,85,64
1025,嘉南藥理大學,11 臺南市,進修部在職專班,學士班,312,67,245,0,0,0,0,30,132,33,110,0,0,0,0,0,0,4,3
1026,樹德科技大學,12 高雄市,日間部學制,博士班,36,16,20,3,3,4,0,0,2,0,6,9,9,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,日間部學制,碩士班,242,114,128,53,63,35,26,13,12,13,27,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,日間部學制,學士班,7658,3216,4442,772,1095,857,1193,667,1003,738,1015,0,0,0,0,0,0,182,136
1026,樹德科技大學,12 高雄市,日間部學制,學士班,19,4,15,0,0,0,0,3,4,1,11,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,進修部學制,碩士班,446,202,244,113,128,40,53,28,28,21,35,0,0,0,0,0,0,0,0
1026,樹德科技大學,12 高雄市,進修部在職專班,學士班,1515,881,634,372,226,194,133,152,117,117,127,0,0,0,0,0,0,46,31
1026,樹德科技大學,12 高雄市,進修部在職專班,學士班,576,227,349,0,0,0,0,101,173,116,166,0,0,0,0,0,0,10,10
1027,慈濟大學,15 花蓮縣,日間部學制,博士班,107,56,51,11,13,5,5,10,3,13,10,8,9,6,8,3,3,0,0
1027,慈濟大學,15 花蓮縣,日間部學制,碩士班,332,106,226,35,85,38,59,18,46,15,36,0,0,0,0,0,0,0,0
1027,慈濟大學,15 花蓮縣,日間部學制,學士班,2895,1109,1786,270,442,250,417,213,409,229,384,52,38,24,31,0,0,71,65
1027,慈濟大學,15 花蓮縣,進修部學制,碩士班,39,7,32,3,5,2,9,1,9,0,1,1,8,0,0,0,0,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,博士班,512,285,227,66,52,66,54,43,35,50,36,27,19,14,15,19,16,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,碩士班,642,240,402,107,173,100,152,23,49,10,28,0,0,0,0,0,0,0,0
1028,臺北醫學大學,30 臺北市,日間部學制,學士班,4470,1868,2602,381,559,351,587,386,561,368,554,161,126,160,133,2,0,59,82
1028,臺北醫學大學,30 臺北市,進修部學制,碩士班,287,90,197,40,73,28,59,16,40,6,25,0,0,0,0,0,0,0,0
1029,中山醫學大學,19 臺中市,日間部學制,博士班,189,115,74,22,14,19,15,24,14,15,12,11,8,14,5,10,6,0,0
1029,中山醫學大學,19 臺中市,日間部學制,碩士班,496,163,333,83,135,52,113,14,48,14,36,0,1,0,0,0,0,0,0
1029,中山醫學大學,19 臺中市,日間部學制,學士班,5910,2155,3755,466,912,436,850,430,874,475,885,118,88,154,71,4,2,72,73
1029,中山醫學大學,19 臺中市,進修部學制,碩士班,202,48,154,16,54,22,63,5,19,4,16,1,2,0,0,0,0,0,0
1029,中山醫學大學,19 臺中市,進修部在職專班,學士班,116,35,81,0,0,0,0,12,28,9,24,10,26,0,0,0,0,4,3
1030,龍華科技大學,03 桃園市,日間部學制,碩士班,267,196,71,76,28,67,25,27,9,26,9,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,日間部學制,學士班,6831,4443,2388,1094,597,1101,639,1044,530,957,526,0,0,0,0,0,0,247,96
1030,龍華科技大學,03 桃園市,日間部學制,學士班,40,21,19,0,0,0,0,21,14,0,4,0,0,0,0,0,0,0,1
1030,龍華科技大學,03 桃園市,日間部學制,副學士,397,344,53,140,16,125,17,19,4,32,12,28,4,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,進修部學制,碩士班,110,85,25,39,11,22,9,8,1,16,4,0,0,0,0,0,0,0,0
1030,龍華科技大學,03 桃園市,進修部在職專班,學士班,3685,2777,908,777,272,666,186,577,199,568,199,0,0,0,0,0,0,189,52
1031,輔英科技大學,12 高雄市,日間部學制,碩士班,138,47,91,22,38,17,29,5,19,3,4,0,1,0,0,0,0,0,0
1031,輔英科技大學,12 高雄市,日間部學制,學士班,3677,1480,2197,375,575,370,584,312,479,337,480,0,0,0,0,0,0,86,79
1031,輔英科技大學,12 高雄市,日間部學制,學士班,1556,170,1386,0,0,0,0,91,689,71,671,0,0,0,0,0,0,8,26
1031,輔英科技大學,12 高雄市,日間部學制,副學士,2659,305,2354,72,484,76,490,55,478,41,453,50,417,0,0,0,0,11,32
1031,輔英科技大學,12 高雄市,進修部學制,碩士班,117,8,109,0,24,5,38,3,37,0,6,0,4,0,0,0,0,0,0
1031,輔英科技大學,12 高雄市,進修部在職專班,學士班,607,424,183,150,94,113,25,88,20,50,35,0,0,0,0,0,0,23,9
