University_Code,University_Name,County,Type,Degree,Total_Students,Male,Female,FirstYear_Male,FirstYear_Female,SecondYear_Male,SecondYear_Female,ThirdYear_Male,ThirdYear_Female,FourthYear_Male,FourthYear_Female,FifthYear_Male,FifthYear_Female,SixthYear_Male,SixthYear_Female,SeventhYear_Male,SeventhYear_Female,Supersenior_Male,Supersenior_Female
24,國立屏東科技大學,13 屏東縣,日間部學制,學士班,7724,4112,3612,982,910,952,811,964,854,922,865,48,53,0,0,0,0,244,119
24,國立屏東科技大學,13 屏東縣,日間部學制,學士班,4,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0
24,國立屏東科技大學,13 屏東縣,進修部學制,碩士班,303,210,93,70,40,75,42,33,6,16,2,7,1,9,2,0,0,0,0
24,國立屏東科技大學,13 屏東縣,進修部在職專班,學士班,1445,852,593,235,139,191,116,166,164,175,142,0,0,0,0,0,0,85,32
25,國立臺北科技大學,30 臺北市,日間部學制,博士班,760,596,164,112,36,113,29,85,21,76,22,60,15,55,15,95,26,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,碩士班,2950,2144,806,940,378,947,342,209,64,48,22,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,學士班,6074,4228,1846,1135,463,1027,461,1043,477,988,432,0,0,0,0,0,0,35,13
25,國立臺北科技大學,30 臺北市,日間部學制,學士班,151,65,86,0,0,0,0,33,43,32,43,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,日間部學制,副學士,64,50,14,24,8,26,6,0,0,0,0,0,0,0,0,0,0,0,0
25,國立臺北科技大學,30 臺北市,進修部學制,碩士班,1503,1067,436,379,186,366,157,165,56,102,22,32,9,23,6,0,0,0,0
25,國立臺北科技大學,30 臺北市,進修部在職專班,學士班,1871,1585,286,369,61,378,64,424,80,368,75,0,0,0,0,0,0,46,6
25,國立臺北科技大學,30 臺北市,進修部在職專班,學士班,91,61,30,0,0,0,0,1,1,36,9,6,9,0,0,0,0,18,11
28,國立臺北藝術大學,30 臺北市,日間部學制,博士班,96,36,60,9,12,6,13,9,9,2,8,3,9,3,4,4,5,0,0
28,國立臺北藝術大學,30 臺北市,日間部學制,碩士班,979,354,625,98,183,99,177,82,152,75,113,0,0,0,0,0,0,0,0
28,國立臺北藝術大學,30 臺北市,日間部學制,學士班,1719,628,1091,141,252,128,232,140,228,122,264,0,0,0,0,0,0,97,115
28,國立臺北藝術大學,30 臺北市,日間部學制,副學士,74,27,47,14,16,7,16,6,15,0,0,0,0,0,0,0,0,0,0
28,國立臺北藝術大學,30 臺北市,進修部學制,碩士班,170,58,112,20,35,13,31,10,33,10,10,5,3,0,0,0,0,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,博士班,141,67,74,17,23,19,17,13,12,7,7,4,5,4,4,3,6,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,碩士班,727,266,461,72,154,73,135,72,103,49,69,0,0,0,0,0,0,0,0
29,國立臺灣藝術大學,01 新北市,日間部學制,學士班,2402,674,1728,144,395,148,376,136,394,152,391,0,0,0,0,0,0,94,172
29,國立臺灣藝術大學,01 新北市,進修部學制,碩士班,385,150,235,38,70,35,60,28,48,30,30,9,12,10,15,0,0,0,0
29,國立臺灣藝術大學,01 新北市,進修部在職專班,學士班,385,95,290,0,0,0,0,41,122,36,115,0,0,0,0,0,0,18,53
29,國立臺灣藝術大學,01 新北市,進修學士班,學士班,1561,495,1066,103,276,111,238,116,238,106,228,0,0,0,0,0,0,59,86
30,國立臺東大學,14 臺東縣,日間部學制,博士班,49,19,30,3,3,5,5,2,6,1,7,5,3,1,4,2,2,0,0
30,國立臺東大學,14 臺東縣,日間部學制,碩士班,343,144,199,55,67,39,58,29,46,18,23,3,5,0,0,0,0,0,0
30,國立臺東大學,14 臺東縣,日間部學制,學士班,3489,1731,1758,438,455,433,427,415,399,363,406,0,0,0,0,0,0,82,71
30,國立臺東大學,14 臺東縣,進修部學制,碩士班,549,136,413,54,160,39,145,18,54,6,26,11,12,7,10,1,6,0,0
30,國立臺東大學,14 臺東縣,進修部在職專班,學士班,40,28,12,0,0,0,0,22,5,6,7,0,0,0,0,0,0,0,0
30,國立臺東大學,14 臺東縣,進修學士班,學士班,252,105,147,47,78,20,17,19,32,16,18,0,0,0,0,0,0,3,2
31,國立宜蘭大學,02 宜蘭縣,日間部學制,博士班,8,5,3,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0
31,國立宜蘭大學,02 宜蘭縣,日間部學制,碩士班,454,295,159,127,60,99,57,50,35,16,7,3,0,0,0,0,0,0,0
31,國立宜蘭大學,02 宜蘭縣,日間部學制,學士班,4356,2791,1565,663,409,647,410,682,359,698,362,0,0,0,0,0,0,101,25
31,國立宜蘭大學,02 宜蘭縣,進修部學制,碩士班,217,154,63,56,23,55,25,20,7,11,4,6,1,6,3,0,0,0,0
31,國立宜蘭大學,02 宜蘭縣,進修學士班,學士班,384,252,132,67,38,69,31,53,30,45,31,0,0,0,0,0,0,18,2
32,國立聯合大學,05 苗栗縣,日間部學制,博士班,14,14,0,3,0,3,0,2,0,3,0,1,0,1,0,1,0,0,0
32,國立聯合大學,05 苗栗縣,日間部學制,碩士班,453,330,123,131,46,124,41,47,22,24,11,4,3,0,0,0,0,0,0
32,國立聯合大學,05 苗栗縣,日間部學制,學士班,5881,4020,1861,1004,440,984,466,932,448,907,450,19,21,0,0,0,0,174,36
32,國立聯合大學,05 苗栗縣,進修部學制,碩士班,22,8,14,7,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0
32,國立聯合大學,05 苗栗縣,進修學士班,學士班,1218,790,428,210,95,233,87,140,108,146,114,0,0,0,0,0,0,61,24
33,國立虎尾科技大學,09 雲林縣,日間部學制,博士班,37,33,4,7,0,9,0,7,1,5,1,2,1,1,0,2,1,0,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,碩士班,859,693,166,341,76,291,76,41,10,20,4,0,0,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,學士班,7216,5521,1695,1367,427,1351,403,1340,405,1257,423,0,0,0,0,0,0,206,37
33,國立虎尾科技大學,09 雲林縣,日間部學制,學士班,212,170,42,0,0,0,0,78,19,85,22,0,0,0,0,0,0,7,1
33,國立虎尾科技大學,09 雲林縣,日間部學制,副學士,30,28,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,日間部學制,副學士,91,79,12,36,5,43,7,0,0,0,0,0,0,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,進修部學制,碩士班,182,125,57,51,24,36,26,18,5,10,1,10,1,0,0,0,0,0,0
33,國立虎尾科技大學,09 雲林縣,進修部在職專班,學士班,2026,1620,406,547,123,362,112,324,80,328,77,0,0,0,0,0,0,59,14
33,國立虎尾科技大學,09 雲林縣,進修部在職專班,學士班,96,48,48,0,0,0,0,28,28,18,18,0,0,0,0,0,0,2,2
35,國立臺南藝術大學,11 臺南市,日間部學制,博士班,40,20,20,4,4,4,2,5,1,2,3,1,2,0,3,4,5,0,0
35,國立臺南藝術大學,11 臺南市,日間部學制,碩士班,560,184,376,50,94,38,107,44,83,52,88,0,2,0,1,0,1,0,0
35,國立臺南藝術大學,11 臺南市,日間部學制,學士班,789,248,541,56,129,59,125,56,124,57,136,0,0,0,0,0,0,20,27
35,國立臺南藝術大學,11 臺南市,日間部學制,副學士,165,60,105,24,34,20,34,16,37,0,0,0,0,0,0,0,0,0,0
35,國立臺南藝術大學,11 臺南市,進修部學制,碩士班,53,17,36,3,10,1,4,1,6,5,7,6,3,0,4,1,2,0,0
36,國立臺南大學,21 臺南市,日間部學制,博士班,172,73,99,12,18,6,16,13,16,8,15,14,17,11,3,9,14,0,0
36,國立臺南大學,21 臺南市,日間部學制,碩士班,896,386,510,151,164,117,149,68,103,50,88,0,6,0,0,0,0,0,0
36,國立臺南大學,21 臺南市,日間部學制,學士班,3826,1783,2043,428,497,425,485,427,505,429,499,0,0,0,0,0,0,74,57
36,國立臺南大學,21 臺南市,進修部學制,碩士班,661,219,442,74,148,77,142,41,70,20,54,4,23,3,4,0,1,0,0
36,國立臺南大學,21 臺南市,進修學士班,學士班,112,58,54,29,11,19,20,1,9,2,7,0,0,0,0,0,0,7,7
37,國立臺北教育大學,30 臺北市,日間部學制,博士班,147,71,76,12,12,9,13,16,13,7,9,10,11,5,10,12,8,0,0
37,國立臺北教育大學,30 臺北市,日間部學制,碩士班,1286,417,869,128,265,108,241,91,190,75,138,7,24,8,11,0,0,0,0
37,國立臺北教育大學,30 臺北市,日間部學制,學士班,3387,1118,2269,245,559,264,553,276,536,266,532,0,0,0,0,0,0,67,89
37,國立臺北教育大學,30 臺北市,進修部學制,碩士班,970,230,740,95,262,67,228,27,127,34,88,4,30,3,3,0,2,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,博士班,114,45,69,4,13,4,12,7,8,7,9,10,7,4,7,9,13,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,碩士班,821,273,548,91,175,81,171,42,109,52,65,3,19,4,9,0,0,0,0
39,國立臺中教育大學,19 臺中市,日間部學制,學士班,3229,1169,2060,291,486,268,504,287,511,275,503,0,0,0,0,0,0,48,56
39,國立臺中教育大學,19 臺中市,進修部學制,碩士班,765,180,585,47,199,50,178,36,95,28,78,12,21,6,14,1,0,0,0
42,國立澎湖科技大學,16 澎湖縣,日間部學制,碩士班,66,37,29,18,19,11,6,5,3,3,1,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,日間部學制,學士班,2639,1559,1080,406,262,367,265,368,240,348,295,0,0,0,0,0,0,70,18
42,國立澎湖科技大學,16 澎湖縣,日間部學制,副學士,25,21,4,11,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,進修部學制,碩士班,38,22,16,12,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0
42,國立澎湖科技大學,16 澎湖縣,進修部在職專班,學士班,283,143,140,45,34,46,38,26,38,20,27,0,0,0,0,0,0,6,3
43,國立勤益科技大學,06 臺中市,日間部學制,博士班,27,22,5,9,2,1,1,1,1,3,0,2,1,3,0,3,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,碩士班,583,460,123,214,52,180,53,52,16,14,2,0,0,0,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,6600,4525,2075,1153,520,1132,530,1046,502,1002,486,0,0,0,0,0,0,192,37
43,國立勤益科技大學,06 臺中市,日間部學制,學士班,106,87,19,0,0,0,0,46,15,38,4,0,0,0,0,0,0,3,0
43,國立勤益科技大學,06 臺中市,進修部學制,碩士班,297,240,57,111,23,88,26,26,5,8,1,3,2,4,0,0,0,0,0
43,國立勤益科技大學,06 臺中市,進修部在職專班,學士班,3507,2920,587,811,141,654,139,680,144,620,119,0,0,0,0,0,0,155,44
43,國立勤益科技大學,06 臺中市,進修部在職專班,學士班,10,6,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
44,國立體育大學,03 桃園市,日間部學制,博士班,149,109,40,18,7,22,3,20,7,14,9,21,6,9,3,5,5,0,0
44,國立體育大學,03 桃園市,日間部學制,碩士班,349,187,162,67,72,68,38,36,31,16,21,0,0,0,0,0,0,0,0
44,國立體育大學,03 桃園市,日間部學制,學士班,1736,1075,661,264,162,255,151,234,157,221,150,0,0,0,0,0,0,101,41
44,國立體育大學,03 桃園市,進修部學制,碩士班,204,131,73,42,24,51,26,14,13,17,6,6,4,1,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,博士班,67,7,60,3,12,1,12,3,15,0,7,0,7,0,4,0,3,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,碩士班,537,91,446,35,151,29,144,18,87,9,64,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,2837,726,2111,192,513,205,505,143,513,157,497,0,0,0,0,0,0,29,83
46,國立臺北護理健康大學,30 臺北市,日間部學制,學士班,870,78,792,0,0,0,0,45,398,31,379,0,0,0,0,0,0,2,15
46,國立臺北護理健康大學,30 臺北市,進修部學制,碩士班,195,29,166,9,53,10,53,6,35,4,25,0,0,0,0,0,0,0,0
46,國立臺北護理健康大學,30 臺北市,進修部在職專班,學士班,721,32,689,0,0,0,0,12,234,11,214,9,214,0,0,0,0,0,27
47,國立高雄餐旅大學,50 高雄市,日間部學制,博士班,38,18,20,7,4,2,5,1,4,3,0,1,1,3,5,1,1,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,碩士班,167,56,111,22,48,23,41,7,18,3,4,1,0,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,3109,933,2176,240,539,244,537,217,533,221,557,0,0,0,0,0,0,11,10
47,國立高雄餐旅大學,50 高雄市,日間部學制,學士班,82,16,66,0,0,0,0,8,31,8,34,0,0,0,0,0,0,0,1
47,國立高雄餐旅大學,50 高雄市,日間部學制,副學士,250,103,147,22,30,22,30,18,29,20,28,19,29,0,0,0,0,2,1
47,國立高雄餐旅大學,50 高雄市,進修部學制,碩士班,43,20,23,7,10,5,10,3,1,1,1,4,1,0,0,0,0,0,0
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,學士班,1093,336,757,79,148,89,194,94,246,72,160,0,0,0,0,0,0,2,9
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,學士班,252,68,184,0,0,0,0,32,77,35,106,0,0,0,0,0,0,1,1
47,國立高雄餐旅大學,50 高雄市,進修部在職專班,副學士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,國立金門大學,71 金門縣,日間部學制,碩士班,210,136,74,73,29,29,27,21,13,13,5,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,日間部學制,學士班,3194,1640,1554,436,371,356,389,374,331,353,395,20,17,0,0,0,0,101,51
48,國立金門大學,71 金門縣,進修部學制,碩士班,99,77,22,32,11,39,9,5,1,1,1,0,0,0,0,0,0,0,0
48,國立金門大學,71 金門縣,進修學士班,學士班,884,521,363,166,98,123,91,108,80,90,77,0,0,0,0,0,0,34,17
49,國立臺灣體育運動大學,19 臺中市,日間部學制,碩士班,245,128,117,46,37,38,39,22,23,16,14,4,2,2,1,0,1,0,0
